"ent","sigle","siteID","siteName","lon","lat","elev","poldiv1","region","nsample","ndate","clammodel","use","upperdepth","lowerdepth"
1940,"TR0",1513,"Trünnensee",12.945556,53.213056,59,"DEU","Germany",21,0,NA,NA,NA,NA
1941,"WE",1514,"Weßlinger See",11.253056,48.073333,590,"DEU","Germany",31,0,NA,NA,NA,NA
1942,"AULENROH",1504,"Steeger See",9.652778,47.957222,542,"DEU","Germany",75,0,NA,NA,NA,NA
1943,"HAE007",1515,"Hämelsee",9.310556,52.759722,21,"DEU","Germany",13,0,NA,NA,NA,NA
1944,"HAE008",1515,"Hämelsee",9.310556,52.759722,21,"DEU","Germany",21,0,NA,NA,NA,NA
1945,"HAE10",1515,"Hämelsee",9.310556,52.759722,21,"DEU","Germany",33,0,NA,NA,NA,NA
1946,"HAE3",1515,"Hämelsee",9.310556,52.759722,21,"DEU","Germany",21,0,NA,NA,NA,NA
1947,"HAE7",1515,"Hämelsee",9.310556,52.759722,21,"DEU","Germany",14,0,NA,NA,NA,NA
1948,"LAUT105",312,"Etang du Lautrey",5.863889,46.587222,788,"FRA","France",148,0,NA,NA,NA,NA
1949,"DUINGT1",1516,"Duingt",6.203333,45.828889,446,"FRA","France",34,0,NA,NA,NA,NA
1950,"STJORIOZ",1517,"Saint-Jorioz",6.164722,45.839444,464,"FRA","France",174,1,NA,NA,NA,NA
1951,"A400",77,"Auneau",1.793611,48.456111,127,"FRA","France",4,0,NA,NA,NA,NA
1952,"A41",77,"Auneau",1.793611,48.456111,127,"FRA","France",26,0,NA,NA,NA,NA
1953,"CHA3VI1",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",4,0,NA,NA,NA,NA
1954,"CHA3VI13",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",5,0,NA,NA,NA,NA
1955,"CHA3VI25",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",5,0,NA,NA,NA,NA
1956,"CHA3VI37",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",4,0,NA,NA,NA,NA
1957,"CHAL349",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",5,0,NA,NA,NA,NA
1958,"BART",1518,"Lac de Bart",5.740556,45.760278,240,"FRA","France",72,0,NA,NA,NA,NA
1959,"CHENSC21",1519,"Chens-sur-Léman",6.267222,46.325278,428,"FRA","France",26,0,NA,NA,NA,NA
1960,"CHENSC22",1519,"Chens-sur-Léman",6.267222,46.325278,428,"FRA","France",32,0,NA,NA,NA,NA
1961,"CHENSC23",1519,"Chens-sur-Léman",6.267222,46.325278,428,"FRA","France",38,0,NA,NA,NA,NA
1962,"COULON",1520,"Coulon",-0.585278,46.321944,6,"FRA","France",15,0,NA,NA,NA,NA
1963,"MOUTH2PB",1521,"Tourbière de Mouthe",6.191667,46.709722,936,"FRA","France",20,0,NA,NA,NA,NA
1964,"TAVAFA31",1522,"Tavaux",5.4075,47.036389,192,"FRA","France",8,0,NA,NA,NA,NA
1965,"TAVAUC1",1522,"Tavaux",5.4075,47.036389,192,"FRA","France",5,0,NA,NA,NA,NA
1966,"TAVAUC2",1522,"Tavaux",5.4075,47.036389,192,"FRA","France",12,0,NA,NA,NA,NA
1967,"LAUT205",312,"Etang du Lautrey",5.863889,46.587222,788,"FRA","France",46,0,NA,NA,NA,NA
1968,"CDCA11-2",1523,"Creux de Croue",6.128333,46.5,1370,"CHE","Switzerland",75,2,NA,NA,NA,NA
1969,"CREUX",1523,"Creux de Croue",6.128333,46.5,1370,"CHE","Switzerland",90,4,NA,NA,NA,NA
1970,"LAUT105T",312,"Etang du Lautrey",5.863889,46.587222,788,"FRA","France",83,0,NA,NA,NA,NA
1971,"MOLESME",1524,"Molesme",4.373056,47.957222,183,"FRA","France",76,3,NA,NA,NA,NA
1972,"MONTILI1",1525,"Montilier",7.123611,46.935,438,"CHE","Switzerland",41,3,NA,NA,NA,NA
1973,"MONTILI2",1525,"Montilier",7.123611,46.935,438,"CHE","Switzerland",35,3,NA,NA,NA,NA
1974,"MONTIES",1525,"Montilier",7.123611,46.935,438,"CHE","Switzerland",3,0,NA,NA,NA,NA
1975,"MONTIESS",1525,"Montilier",7.123611,46.935,438,"CHE","Switzerland",1,0,NA,NA,NA,NA
1976,"CHAVANNE",1526,"Tourbière de Chavannes",2.376111,46.852222,164,"FRA","France",31,3,NA,NA,NA,NA
1977,"GCHAUMET",1527,"Marais du Grang Chaumet",1.891389,46.9375,148,"FRA","France",112,8,NA,NA,NA,NA
1978,"REMORAI2",1528,"Remoray",6.263611,46.770278,851,"FRA","France",108,0,NA,NA,NA,NA
1979,"DOSLCRAS",1529,"Dos le Cras",7.131944,47.288333,927,"CHE","Switzerland",51,5,NA,NA,NA,NA
1980,"EMBREUX",1530,"Derrière les Embreux",7.117222,47.263056,1019,"CHE","Switzerland",39,4,NA,NA,NA,NA
1981,"EBOUQUIN",1531,"Etang Bouquin",4.018611,47.273611,540,"FRA","France",29,5,NA,NA,NA,NA
1982,"MONTBE",1532,"Montbé",4.106944,47.214722,562,"FRA","France",48,6,NA,NA,NA,NA
1983,"PLAMBERT",1533,"Port des Lamberts",4.010556,46.960833,710,"FRA","France",54,4,NA,NA,NA,NA
1984,"POIL",1534,"Quart du Bois",4.034167,46.8925,420,"FRA","France",46,3,NA,NA,NA,NA
1985,"VERNAY",1535,"Le Vernay",4.079167,47.261944,595,"FRA","France",56,4,NA,NA,NA,NA
1986,"VERNYBRU",1536,"Le Verny des Brûlons",4.122778,47.317778,565,"FRA","France",37,6,NA,NA,NA,NA
1987,"HANAU",1537,"Hanau",7.537778,49.010278,237,"FRA","France",43,0,NA,NA,NA,NA
1988,"STQUIRIN",1538,"Saint Quirin",7.064722,48.609722,308,"FRA","France",23,0,NA,NA,NA,NA
1989,"HELLANGE",1539,"Hellange",6.149167,49.507778,259,"LUX","Luxembourg",23,0,NA,NA,NA,NA
1990,"MERSCH",1540,"Mersch",6.103056,49.752778,240,"LUX","Luxembourg",13,0,NA,NA,NA,NA
1991,"NAY",1541,"Tourbière de Nay",-1.534167,47.310556,5,"FRA","France",123,8,NA,NA,NA,NA
1992,"MAZEROL",1542,"Marais de Mazerolles",-1.478611,47.358056,4,"FRA","France",120,8,NA,NA,NA,NA
1993,"POUPINIE",1543,"Marais de la Poupinière",-1.502778,47.402778,4,"FRA","France",78,7,NA,NA,NA,NA
1994,"LISLE",1544,"Marais de Lisle",-1.494444,47.429722,5,"FRA","France",59,7,NA,NA,NA,NA
1995,"DISTRE",1545,"Marais de Munet",-0.095833,47.221667,28,"FRA","France",71,8,NA,NA,NA,NA
1996,"ANCENIS",1546,"Ancenis",-1.165,47.3825,5,"FRA","France",82,7,NA,NA,NA,NA
1997,"CHAMPTOC",1547,"Marais de Champtocé",-0.860556,47.413611,19,"FRA","France",111,7,NA,NA,NA,NA
1998,"OUDON",1548,"Oudon",-1.293611,47.355556,17,"FRA","France",90,10,NA,NA,NA,NA
1999,"CORDEMAI",1549,"Cordemais",-1.876111,47.280833,5,"FRA","France",81,7,NA,NA,NA,NA
2000,"REZE",1550,"Rezé",-1.566944,47.1925,4,"FRA","France",8,0,NA,NA,NA,NA
2001,"SEIL",1550,"Rezé",-1.566944,47.1925,4,"FRA","France",31,4,NA,NA,NA,NA
2002,"SEILFOND",1550,"Rezé",-1.566944,47.1925,4,"FRA","France",5,2,NA,NA,NA,NA
2003,"MERON",1551,"Marais de Méron",-1.123333,47.380556,6,"FRA","France",94,6,NA,NA,NA,NA
2004,"CHANJON3",1552,"Changeon",0.131944,47.276111,28,"FRA","France",9,2,NA,NA,NA,NA
2005,"CHANJON4",1552,"Changeon",0.131944,47.276111,28,"FRA","France",12,2,NA,NA,NA,NA
2006,"CARKEFOS",1553,"Carquefou",-1.476944,47.309167,11,"FRA","France",29,2,NA,NA,NA,NA
2007,"CARKEFOU",1553,"Carquefou",-1.476944,47.309167,11,"FRA","France",53,8,NA,NA,NA,NA
2008,"CARKTRAN",1553,"Carquefou",-1.476944,47.309167,11,"FRA","France",23,3,NA,NA,NA,NA
2009,"GESVRES",1554,"Le Gesvres",-1.595833,47.272222,7,"FRA","France",137,8,NA,NA,NA,NA
2010,"SALONNES",1555,"Salonnes",6.498056,48.792222,200,"FRA","France",30,0,NA,NA,NA,NA
2011,"CHAGAZON",1556,"Champ Gazon",4.048611,47.203333,585,"FRA","France",103,9,NA,NA,NA,NA
2012,"MONTARNU",1557,"Le Grand Montarnu",4.05,47.011944,771,"FRA","France",45,7,NA,NA,NA,NA
2013,"NATALOUP",1558,"Nataloup",4.035278,47.2275,515,"FRA","France",52,5,NA,NA,NA,NA
2014,"SCEYONNE",1559,"Sources de l'Yonne",4.01,46.956389,740,"FRA","France",31,4,NA,NA,NA,NA
2015,"MAUREPAS",1560,"Marais de Maurepas",2.582778,48.102222,78,"FRA","France",30,5,NA,NA,NA,NA
2016,"RIMARDE",1561,"Rimarde",2.31,48.100556,100,"FRA","France",32,6,NA,NA,NA,NA
2017,"NAUDIERE",1562,"Les Naudières",0.702222,47.5375,101,"FRA","France",56,8,NA,NA,NA,NA
2018,"TORSE",1563,"La boire Torse",-1.07,47.386667,8,"FRA","France",79,10,NA,NA,NA,NA
2019,"ROCHER",1564,"Petit Rocher",-1.915556,46.663056,1,"FRA","France",74,8,NA,NA,NA,NA
2020,"BOURBES",1565,"Marais des Bourbes",-1.816667,46.55,4,"FRA","France",69,7,NA,NA,NA,NA
2021,"ECOURS",1566,"Ecours",-1.842778,46.612222,4,"FRA","France",239,8,NA,NA,NA,NA
2022,"JAUNAY",1567,"Jaunay",-1.892222,46.662778,1,"FRA","France",112,7,NA,NA,NA,NA
2023,"SAUVETER",1568,"Sauveterre",-1.808333,46.543333,1,"FRA","France",41,4,NA,NA,NA,NA
2024,"VERTONNE",1569,"Vertonne",-1.764722,46.549722,3,"FRA","France",69,5,NA,NA,NA,NA
2025,"ARZON",1570,"Arzon",-2.890833,47.538889,2,"FRA","France",44,8,NA,NA,NA,NA
2026,"ERDEVEN",1571,"Kerminihy beach",-3.200833,47.632778,1,"FRA","France",49,6,NA,NA,NA,NA
2027,"SUSCINIO",1572,"Castle Suscinio",-2.727222,47.5125,2,"FRA","France",75,5,NA,NA,NA,NA
2028,"MINDGES5",1573,"Mindelsee",9.023056,47.755556,406,"DEU","Germany",397,5,NA,NA,NA,NA
2029,"M725GC1",1574,"MD72/5-25",36.616667,42.1,-418,"BLS","Black Sea",163,0,NA,NA,NA,NA
2030,"GRANGE1",1575,"La Grange",-0.775278,46.089722,16,"FRA","France",34,5,NA,NA,NA,NA
2031,"GRANGE2",1575,"La Grange",-0.775278,46.089722,16,"FRA","France",48,6,NA,NA,NA,NA
2032,"GRANGE3",1575,"La Grange",-0.775278,46.089722,16,"FRA","France",41,6,NA,NA,NA,NA
2033,"IFRIOUD",1576,"Ifri Oudadane",-3.258333,35.212778,9,"MAR","Morocco",23,0,NA,NA,NA,NA
2034,"PATATERO",1577,"Patateros bog",-4.674167,39.597222,700,"ESP","Spain",28,4,NA,NA,NA,NA
2035,"DOEL06",1578,"Doel",4.245278,51.320833,-1,"BEL","Belgium",28,8,NA,NA,NA,NA
2036,"BAZELB",1579,"Bazel-Sluis",4.323056,51.135833,0,"BEL","Belgium",13,4,NA,NA,NA,NA
2037,"BAZELA",1579,"Bazel-Sluis",4.323056,51.135833,0,"BEL","Belgium",16,4,NA,NA,NA,NA
2038,"DETHLING",1580,"Dethlingen",10.133333,52.95,65,"DEU","Germany",199,0,NA,NA,NA,NA
2039,"RIESEBER",1581,"Rieseberger moor",10.813889,52.284444,95,"DEU","Germany",21,0,NA,NA,NA,NA
2040,"SCHWANEN",1582,"Schwanengrabenrinne",13.056389,52.524444,32,"DEU","Germany",141,14,NA,NA,NA,NA
2041,"11CH17A",1583,"Taymyr pensula",102.235556,72.244444,54,"RUS","Russia",54,4,NA,NA,NA,NA
2042,"AV14K21",1584,"Lago d'Averno",14.073056,40.836667,2,"ITA","Italy",11,0,NA,NA,NA,NA
2043,"AV14K22",1584,"Lago d'Averno",14.073056,40.836667,2,"ITA","Italy",8,0,NA,NA,NA,NA
2044,"AV14K23",1584,"Lago d'Averno",14.073056,40.836667,2,"ITA","Italy",35,0,NA,NA,NA,NA
2045,"AV14K24",1584,"Lago d'Averno",14.073056,40.836667,2,"ITA","Italy",11,0,NA,NA,NA,NA
2046,"BONDONE",1585,"Bondone",11.045833,46.014444,1550,"ITA","Italy",76,5,NA,NA,NA,NA
2047,"BOSCORNE",1586,"Boscoreale",14.471389,40.261389,24,"ITA","Italy",11,0,NA,NA,NA,NA
2048,"BOSCORSW",1586,"Boscoreale",14.471389,40.261389,24,"ITA","Italy",13,0,NA,NA,NA,NA
2049,"FERSINA2",1587,"Fersina",11.118889,46.047222,191,"ITA","Italy",17,4,NA,NA,NA,NA
2050,"FIAVE",1588,"Fiavè",10.829167,45.995278,654,"ITA","Italy",84,1,NA,NA,NA,NA
2051,"OPLONTIS",1589,"Oplontis",14.453611,40.757222,22,"ITA","Italy",7,0,NA,NA,NA,NA
2052,"POMPEII",1590,"Pompeii",14.482778,40.750278,35,"ITA","Italy",4,0,NA,NA,NA,NA
2053,"SALTASOP",1591,"Saltarino sopra",10.499722,45.529722,210,"ITA","Italy",15,0,NA,NA,NA,NA
2054,"SALTASOT",1592,"Saltarino sotto",10.503333,45.526111,195,"ITA","Italy",47,0,NA,NA,NA,NA
2055,"TEGELER",1593,"Tegelersee",13.256944,52.585833,31,"DEU","Germany",232,3,NA,NA,NA,NA
2056,"GS18",1594,"GS18",51.101111,41.548056,-479,"CAS","Caspian Sea",114,6,NA,NA,NA,NA
2057,"MO05",1595,"Lake Mondsee",13.4025,47.811389,481,"AUT","Austria",121,1,NA,NA,NA,NA
2058,"M7256191",1596,"MD72/5-22",36.492778,42.201944,-838,"BLS","Black Sea",65,0,NA,NA,NA,NA
2059,"AUZAY",1597,"Châtelliers-en-Auzay",-0.846667,46.449167,25,"FRA","France",22,1,NA,NA,NA,NA
2060,"AUZAY3",1597,"Châtelliers-en-Auzay",-0.846667,46.449167,25,"FRA","France",55,0,NA,NA,NA,NA
2061,"AUZAY4",1597,"Châtelliers-en-Auzay",-0.846667,46.449167,25,"FRA","France",24,0,NA,NA,NA,NA
2062,"CHARRON",1598,"La Bergerie en Charron",-1.043889,46.301111,3,"FRA","France",52,4,NA,NA,NA,NA
2063,"MASTINE",1599,"La Mastine en Nuaillé d'Aunis",-0.961111,46.249722,4,"FRA","France",10,1,NA,NA,NA,NA
2064,"PIEDLIZE",1600,"Pied-Lizet en Longèves",-0.966667,46.25,4,"FRA","France",48,2,NA,NA,NA,NA
2065,"NACHTIGA",1601,"Nachtigall",9.401111,51.809444,109,"DEU","Germany",195,0,NA,NA,NA,NA
2066,"BOURGS61",1602,"La Prairie du Cassoir",0.1475,47.256667,28,"FRA","France",3,0,NA,NA,NA,NA
2067,"BOURGS62",1602,"La Prairie du Cassoir",0.1475,47.256667,28,"FRA","France",6,1,NA,NA,NA,NA
2068,"BOURGUS2",1602,"La Prairie du Cassoir",0.1475,47.256667,28,"FRA","France",37,4,NA,NA,NA,NA
2069,"CASPS471",1603,"Le Pré Caslot",0.217222,47.261667,29,"FRA","France",5,1,NA,NA,NA,NA
2070,"CASPS472",1603,"Le Pré Caslot",0.217222,47.261667,29,"FRA","France",2,0,NA,NA,NA,NA
2071,"LELANE",1604,"Le Lane",0.218056,47.259722,30,"FRA","France",2,0,NA,NA,NA,NA
2072,"PREAPS37",1605,"Les Préaux",0.016111,47.284722,25,"FRA","France",5,1,NA,NA,NA,NA
2073,"KERDUAL",1606,"Marais de Kerdual",-3.051667,47.586667,3,"FRA","France",49,2,NA,NA,NA,NA
2074,"KEROGAN",1607,"Tourbière de Kerogan",-4.095556,47.961944,1,"FRA","France",28,0,NA,NA,NA,NA
2075,"STANGZU2",1608,"Tourbière de Stang Zu",-4.088611,47.967778,49,"FRA","France",35,0,NA,NA,NA,NA
2076,"ROCENPAI",1609,"Roc-en-Pail",-0.740556,47.334722,18,"FRA","France",114,0,NA,NA,NA,NA
2077,"BALLEE",1610,"Les Noës",-0.420278,47.951667,50,"FRA","France",63,6,NA,NA,NA,NA
2078,"THEVALLE",1611,"Moulin de Thévalles",-0.416389,47.969444,58,"FRA","France",60,6,NA,NA,NA,NA
2079,"FIL6",1612,"Fillauderie",-2.136944,47.208056,2,"FRA","France",10,0,NA,NA,NA,NA
2080,"PETIMAR3",1613,"Petit Marais",-2.102222,47.217222,1,"FRA","France",46,3,NA,NA,NA,NA
2081,"DISIGNAC",1614,"Tumulus de Dissignac",-2.279167,47.270833,36,"FRA","France",4,0,NA,NA,NA,NA
2082,"DONGES",1615,"Marais de Brière",-2.01,47.3175,2,"FRA","France",23,1,NA,NA,NA,NA
2083,"B3",1616,"La Parée beach",-1.868333,46.626389,1,"FRA","France",3,0,NA,NA,NA,NA
2084,"B4",1616,"La Parée beach",-1.868333,46.626389,1,"FRA","France",16,3,NA,NA,NA,NA
2085,"B5",1616,"La Parée beach",-1.868333,46.626389,1,"FRA","France",14,1,NA,NA,NA,NA
2086,"B92",1616,"La Parée beach",-1.868333,46.626389,1,"FRA","France",19,0,NA,NA,NA,NA
2087,"EPINETTE",1617,"Epinette",-2.081111,47.199444,25,"FRA","France",14,0,NA,NA,NA,NA
2088,"BJE12",1618,"Bois-Jésus",0.638056,47.413333,53,"FRA","France",39,5,NA,NA,NA,NA
2089,"S13CHOI",1619,"La Grande Brousse",0.674167,47.486667,66,"FRA","France",34,5,NA,NA,NA,NA
2090,"S1CHOI",1619,"La Grande Brousse",0.674167,47.486667,66,"FRA","France",36,5,NA,NA,NA,NA
2091,"S8CHOI",1619,"La Grande Brousse",0.674167,47.486667,66,"FRA","France",29,5,NA,NA,NA,NA
2092,"RIA3P",1620,"Riabelais",0.648333,47.4025,46,"FRA","France",47,6,NA,NA,NA,NA
2093,"CHA11",1621,"Charcenay",0.642222,47.404722,55,"FRA","France",42,5,NA,NA,NA,NA
2094,"BOUCHER1",1622,"Ilot de la Boucherie",-1.5575,47.216389,14,"FRA","France",19,1,NA,NA,NA,NA
2095,"CROIX",1623,"Port-La-Croix",-2.874167,47.335278,1,"FRA","France",41,6,NA,NA,NA,NA
2096,"LANVIHAN",1624,"Lann Vihan",-2.864444,47.346944,5,"FRA","France",59,7,NA,NA,NA,NA
2097,"CAVAMONT",1625,"Caves d'Amont",0.475278,47.326667,42,"FRA","France",67,7,NA,NA,NA,NA
2098,"LANGEAI1",1626,"Cinq-Mars-la-Pile",0.451111,47.337778,38,"FRA","France",77,8,NA,NA,NA,NA
2099,"LANGEAI2",1626,"Cinq-Mars-la-Pile",0.451111,47.337778,38,"FRA","France",50,8,NA,NA,NA,NA
2100,"PARCAY1",1627,"Tourbière de Parcay-sur-Vienne",0.480556,47.092222,39,"FRA","France",47,12,NA,NA,NA,NA
2101,"PARCAY2",1628,"Parcay-sur-Vienne",0.48,47.105833,37,"FRA","France",20,6,NA,NA,NA,NA
2102,"PEZOU2",1629,"Pezou",1.150833,47.870833,87,"FRA","France",32,6,NA,NA,NA,NA
2103,"PEZOU",1629,"Pezou",1.150833,47.870833,87,"FRA","France",57,9,NA,NA,NA,NA
2104,"STBEN1",1630,"Saint-Benoit-sur-Loire",2.319167,47.810278,110,"FRA","France",39,7,NA,NA,NA,NA
2105,"STBEN3",1630,"Saint-Benoit-sur-Loire",2.319167,47.810278,110,"FRA","France",69,7,NA,NA,NA,NA
2106,"CORPAIL",1631,"Corniche de Pail",-0.211111,48.416667,374,"FRA","France",15,2,NA,NA,NA,NA
2107,"BAFORIER",1632,"La Baforière",-0.305556,48.056944,112,"FRA","France",29,6,NA,NA,NA,NA
2108,"VERDEHAU",1633,"La Verderie",-0.427778,48.35,265,"FRA","France",19,4,NA,NA,NA,NA
2109,"VERDEMOY",1633,"La Verderie",-0.427778,48.35,265,"FRA","France",18,3,NA,NA,NA,NA
2110,"VERDEBAS",1633,"La Verderie",-0.427778,48.35,265,"FRA","France",16,3,NA,NA,NA,NA
2111,"LEVARE",1634,"Lavaré",-0.916667,48.433333,205,"FRA","France",46,6,NA,NA,NA,NA
2112,"MALINGUE",1635,"Malingue",-0.575,48.438889,107,"FRA","France",48,6,NA,NA,NA,NA
2113,"AYDAT",1636,"Lake Aydat",2.985,45.663611,837,"FRA","France",111,17,NA,NA,NA,NA
2114,"BLIZON",1637,"Blizon",1.228889,46.740556,92,"FRA","France",19,2,NA,NA,NA,NA
2115,"CHERINE",1638,"Cherine",1.1775,46.792222,95,"FRA","France",27,7,NA,NA,NA,NA
2116,"GDMEZ",1639,"Grand Mez",1.4425,46.746111,123,"FRA","France",16,2,NA,NA,NA,NA
2117,"MICHEL",1640,"Saint-Michel-en-Brenne",1.163889,46.809444,83,"FRA","France",49,3,NA,NA,NA,NA
2118,"LANGEAIS",1641,"Langeais",0.408611,47.3225,43,"FRA","France",91,0,NA,NA,NA,NA
2119,"PARIGNE1",1642,"Tourbière de Landemarais",-1.181667,48.441667,145,"FRA","France",35,3,NA,NA,NA,NA
2120,"PARIGNE2",1642,"Tourbière de Landemarais",-1.181667,48.441667,145,"FRA","France",60,1,NA,NA,NA,NA
2121,"TANNIERE",1643,"Les Tannières",1.362222,46.505556,190,"FRA","France",23,3,NA,NA,NA,NA
2122,"CHALERIE",1644,"Challerie",1.699722,47.858611,100,"FRA","France",112,15,NA,NA,NA,NA
2123,"STLINAIR",1645,"Saint-Linaire",-1.065556,46.570556,32,"FRA","France",12,0,NA,NA,NA,NA
2124,"MTJ-MANU",1646,"Le Sol de Loire",-0.873056,47.399167,12,"FRA","France",11,1,NA,NA,NA,NA
2125,"MTJ-CAR",1646,"Le Sol de Loire",-0.873056,47.399167,12,"FRA","France",30,0,NA,NA,NA,NA
2126,"GAUTRAIE",1647,"Gautraie",-0.736389,47.366111,15,"FRA","France",12,1,NA,NA,NA,NA
2127,"CDR",1648,"Camp des Romains",3.353056,46.412222,225,"FRA","France",27,6,NA,NA,NA,NA
2128,"3-OEUFS",1649,"Trois-Oeufs",-0.74,47.368056,14,"FRA","France",12,2,NA,NA,NA,NA
2129,"HOTEL",1650,"Couëdic",-1.557222,47.213889,10,"FRA","France",59,4,NA,NA,NA,NA
2130,"SULLY",1651,"Ilot Sully",-1.551389,47.2225,12,"FRA","France",70,3,NA,NA,NA,NA
2131,"TANNEURS",1652,"Tanneurs",-1.557222,47.213889,13,"FRA","France",83,5,NA,NA,NA,NA
2132,"MJT-PONT",1653,"Montjean-sur-Loire",-0.853889,47.3925,12,"FRA","France",48,7,NA,NA,NA,NA
2133,"MONTJEAN",1653,"Montjean-sur-Loire",-0.853889,47.3925,12,"FRA","France",21,0,NA,NA,NA,NA
2134,"BRENILIS",1654,"Lac de Brennilis",-3.887222,48.353611,222,"FRA","France",83,3,NA,NA,NA,NA
2135,"BRENILI4",1654,"Lac de Brennilis",-3.887222,48.353611,222,"FRA","France",17,0,NA,NA,NA,NA
2136,"VENEC-3A",1655,"Tourbière de Venec",-3.881111,48.368333,230,"FRA","France",38,0,NA,NA,NA,NA
2137,"VENEC-Z",1655,"Tourbière de Venec",-3.881111,48.368333,230,"FRA","France",3,0,NA,NA,NA,NA
2138,"VENEC",1655,"Tourbière de Venec",-3.881111,48.368333,230,"FRA","France",3,0,NA,NA,NA,NA
2139,"VENEC4",1655,"Tourbière de Venec",-3.881111,48.368333,230,"FRA","France",11,0,NA,NA,NA,NA
2140,"GUERIVI",1656,"La Guérivière",-0.919167,46.963611,125,"FRA","France",58,5,NA,NA,NA,NA
2141,"GUERSAC",1657,"saint-Malo-de-Guersac",-2.165556,47.339722,1,"FRA","France",98,2,NA,NA,NA,NA
2142,"ERRANDII",1658,"Ile d'Errand",-2.159167,47.3725,3,"FRA","France",65,8,NA,NA,NA,NA
2143,"PARISLP3",1659,"Lake Parishan",51.802222,29.513889,823,"IRN","Iran, Islamic Republic of",26,3,NA,NA,NA,NA
2144,"BLACKLOU",1660,"Black Lough",-7.827778,53.170556,53,"IRL","Ireland",102,4,NA,NA,NA,NA
2145,"BRAKLOOL",1661,"Brackloon Lough",-9.561389,53.76,100,"IRL","Ireland",79,3,NA,NA,NA,NA
2146,"BRAKLOOW",1662,"Brackloon Wood",-9.549167,53.756111,100,"IRL","Ireland",26,5,NA,NA,NA,NA
2147,"BORHEENL",1663,"Borheen Lough",-8.15,52.371944,476,"IRL","Ireland",40,8,NA,NA,NA,NA
2148,"CAMILLA1",1664,"Camillan Wood",-9.528056,52.014722,24,"IRL","Ireland",8,0,NA,NA,NA,NA
2149,"LADIESVI",1665,"Ladies View",-9.616389,51.968333,210,"IRL","Ireland",71,0,NA,NA,NA,NA
2150,"LOUGHDOO",1666,"Lough Doo",-9.098611,54.05,21,"IRL","Ireland",63,8,NA,NA,NA,NA
2151,"REENADIN",1667,"Reenadinna Wood",-9.588889,52.036667,20,"IRL","Ireland",23,2,NA,NA,NA,NA
2152,"ROUGHISL",1668,"Rough Island",-9.533056,52.031111,20,"IRL","Ireland",8,0,NA,NA,NA,NA
2153,"BIALOWI2",1669,"Bialowieza Forest",23.878889,52.751944,165,"POL","Poland",23,1,NA,NA,NA,NA
2154,"URAGHWOO",1670,"Uragh Wood",-9.704167,51.810278,95,"IRL","Ireland",30,5,NA,NA,NA,NA
2155,"CORNAHER",1671,"Cornaher Lough",-7.413611,53.366389,65,"IRL","Ireland",87,3,NA,NA,NA,NA
2156,"LOUGHMOY",1672,"Lough Moynagh",-6.778056,53.724444,30,"IRL","Ireland",128,4,NA,NA,NA,NA
2157,"TRIFOGLI",1673,"Lago Trifoglietti",16.022222,39.548889,1056,"ITA","Italy",148,11,NA,NA,NA,NA
2158,"COIZARD1",1674,"Coizard-Joches",3.866111,48.815556,140,"FRA","France",41,1,NA,NA,NA,NA
2159,"FRECHENC",1675,"Fréchencourt",2.433333,49.95,50,"FRA","France",47,2,NA,NA,NA,NA
2160,"SILLY",1676,"Silly-la-Poterie",3.133333,49.183333,105,"FRA","France",77,4,NA,NA,NA,NA
2161,"JOLAN1",691,"Le Jolan",2.859167,45.139444,1120,"FRA","France",84,3,NA,NA,NA,NA
2162,"LASTIOUL",1677,"Lastioulles",2.636111,45.386111,854,"FRA","France",83,2,NA,NA,NA,NA
2163,"MITJANA",1678,"Serra Mitjana fen",1.582778,42.4675,2406,"AND","Andorra",15,2,NA,NA,NA,NA
2164,"BRVE",1679,"Brve",14.238889,50.066667,362,"CZE","Czech Republic",40,3,NA,NA,NA,NA
2165,"BLATISTO",1680,"Lake Blatisto",24.678056,41.621389,1540,"BGR","Bulgaria",142,2,NA,NA,NA,NA
2166,"KUPENA3",299,"Kupena",24.333333,41.983333,1356,"BGR","Bulgaria",39,6,NA,NA,NA,NA
2167,"GYOLA",1681,"Mire Gyola",23.125278,41.354722,714,"BGR","Bulgaria",19,4,NA,NA,NA,NA
2168,"PESTEANA",1682,"Pesteana",22.806111,45.543333,480,"ROU","Romania",37,6,NA,NA,NA,NA
2169,"VALDEYER",1683,"Valdeyernos bog",-4.096389,39.441111,850,"ESP","Spain",25,4,NA,NA,NA,NA
2170,"NMOR1967",1048,"Tourbière des Narses Mortes",3.6,44.433333,1400,"FRA","France",32,3,NA,NA,NA,NA
2171,"SAGNOLS",1050,"Tourbière du Peschio",3.6,44.45,1370,"FRA","France",51,0,NA,NA,NA,NA
2172,"LECROS",1684,"Le Cros",3.774722,44.390556,1350,"FRA","France",14,0,NA,NA,NA,NA
2173,"NEYRAC",1685,"Neyrac",3.760556,44.465,1200,"FRA","France",4,0,NA,NA,NA,NA
2174,"BAISSESC",1686,"Baïssescure",2.8,43.55,1000,"FRA","France",28,5,NA,NA,NA,NA
