"ent","sigle","siteID","siteName","lon","lat","elev","poldiv1","region","nsample","ndate","clammodel","use","upperdepth","lowerdepth"
1,"ADANGE",1,"Adange",41.333333,43.305556,1750,"GEO","Georgia",40,3,2,2,NA,NA
2,"AGE",2,"Ageröds Mosse",13.416667,55.833333,58,"SWE","Sweden",135,21,2,2,NA,NA
3,"AHL5",3,"Ahlenmoor",8.729167,53.710556,3,"DEU","Germany",50,2,2,2,NA,NA
4,"AKUV",4,"Akuvaara",27.683333,69.125,170,"FIN","Finland",34,5,2,2,NA,NA
5,"AMTKEL",5,"Amtkel",41.308333,43.268056,1830,"GEO","Georgia",14,2,1,2,NA,NA
6,"ARTSLOUG",6,"Arts Lough",-6.433333,52.95,490,"IRL","Ireland",30,5,2,2,NA,80
7,"BALLIN",7,"Ballinloghig Lake",-10.308333,52.2,84,"IRL","Ireland",68,11,2,2,NA,NA
8,"BALLYBET",8,"Ballybetagh",-6.25,53.166667,250,"IRL","Ireland",36,6,2,2,NA,NA
9,"BRUVAT",9,"Bruvatnet",28.416667,70.183333,119,"NOR","Norway",40,5,2,2,NA,NA
10,"CARNINO",10,"Selle di Carnino",7.694444,44.15,1905,"ITA","Italy",69,5,2,2,35,435
11,"CHABADA2",11,"Chabada Lake",129.366667,61.983333,290,"RUS","Russia",116,0,1,2,NA,NA
12,"CHERNIH",12,"Chernikhovo",26.433333,53.416667,168,"BLR","Belarus",52,4,2,2,NA,NA
13,"CHIVRES",13,"Le Marais St Boetien",3.816667,49.616667,73,"FRA","France",30,6,2,2,NA,NA
14,"CS-4",14,"Voros-mocsar",19.190833,46.477222,91,"HUN","Hungary",18,5,1,2,NA,NA
15,"CTAR",15,"Starniki",26.016667,50.266667,198,"UKR","Ukraine",30,10,2,2,NA,NA
16,"DERPUT",16,"Derput",124.116667,57.033333,700,"RUS","Russia",52,5,1,2,NA,NA
17,"DOMSV",17,"Domsvatnet",31.033333,70.316667,120,"NOR","Norway",37,5,2,2,NA,NA
18,"AVRIG1",18,"Avrig",24.383333,45.716667,400,"ROU","Romania",151,13,1,2,NA,NA
19,"EDESSA",19,"Edessa",21.9525,40.818056,350,"GRC","Greece",38,8,1,2,NA,NA
20,"GAGRA",20,"Gagra",40.266667,43.283333,4,"GEO","Georgia",61,2,1,2,NA,NA
21,"GELMT",21,"Gel'myazevskoye",31.833333,49.666667,120,"UKR","Ukraine",21,7,2,2,NA,360
22,"GRASVATN",22,"Grasvatn",8.7,63.7,45,"NOR","Norway",45,8,2,1,NA,NA
23,"IVAN3",23,"Ivanovskoye Peat Bog",38.766667,56.816667,141,"RUS","Russia",33,8,1,2,NA,NA
24,"KALSA",24,"Kalsa Mire",27.45,58.166667,38,"EST","Estonia",69,12,1,2,NA,NA
25,"KAMEN",25,"Kamenicky",15.966667,49.733333,624,"CZE","Czech Republic",29,9,2,2,0,127.5
26,"KANSJON",26,"Kansjon",14.533333,57.633333,308,"SWE","Sweden",45,12,2,2,NA,460
27,"KARASYE",27,"Karas'e Lake",70.22,53.03,435,"KAZ","Kazakhstan",38,6,1,2,NA,NA
28,"AVRIG2",18,"Avrig",24.383333,45.716667,400,"ROU","Romania",113,4,2,2,NA,NA
29,"KHOCHO",29,"Khocho",136.233333,71.05,6,"RUS","Russia",33,0,NA,NA,NA,NA
30,"KHOMUST",30,"Khomustakh Lake",121.62,63.82,120,"RUS","Russia",73,9,1,2,NA,NA
31,"KIRIKU",31,"Kirikumae",27.25,57.666667,183,"EST","Estonia",89,6,2,2,NA,720
32,"KOTYRKOL",32,"Kotyrkol' Peat Bog",70.416667,52.966667,439,"KAZ","Kazakhstan",22,8,1,2,NA,NA
33,"LAGOAJO",33,"Lago de Ajo",-6.15,43.05,1570,"ESP","Spain",78,6,1,2,NA,NA
34,"MADJAGA",34,"Lake Madjagara",120.966667,64.833333,160,"RUS","Russia",66,7,1,2,NA,NA
35,"MOHOS1",28,"Mohos",25.916667,46.083333,1050,"ROU","Romania",202,16,1,2,NA,NA
36,"MOHOS2",28,"Mohos",25.916667,46.083333,1050,"ROU","Romania",123,6,1,2,NA,NA
37,"BARHEIA",35,"Barheivatn",19.85,69.7,317,"NOR","Norway",41,0,2,2,NA,NA
38,"BRURSKAR",36,"Brurskardtjorni",8.666667,61.416667,1309,"NOR","Norway",61,6,2,2,NA,NA
39,"DALMUT",37,"Dalmutladdo",20.716667,69.166667,355,"NOR","Norway",72,11,2,2,NA,NA
40,"OZERKI",40,"Ozerki",80.466667,50.416667,227,"KAZ","Kazakhstan",48,10,1,2,NA,NA
41,"PASHENN",41,"Pashennoe",75.4,49.37,871,"KAZ","Kazakhstan",34,12,1,2,NA,NA
42,"PURTAZ",42,"Pur-Taz Peatland",79.733333,66.7,50,"RUS","Russia",70,5,1,2,NA,NA
43,"SAMAND",43,"Samandon",136.25,70.766667,10,"RUS","Russia",28,0,NA,NA,NA,NA
44,"SANABRIA",44,"Sanabria Marsh",-6.733333,42.1,1050,"ESP","Spain",97,8,1,2,NA,NA
45,"SUOLLAKH",45,"Suollakh",123.85,57.05,810,"RUS","Russia",51,8,1,2,NA,NA
46,"SVERDRUP",46,"Sverdrup",79.5,74.5,7,"RUS","Russia",8,3,1,2,NA,NA
47,"A159",47,"Black Sea (Southwest 1)",28.916667,42.184167,0,"BGR","Bulgaria",22,3,1,2,NA,NA
48,"ABBOREG",48,"Aborregöl",16.15,57.2,78,"SWE","Sweden",20,0,NA,NA,NA,NA
49,"ACHIT8",49,"Achit-Nur",90.6,49.5,1435,"MNG","Mongolia",20,4,NA,NA,NA,NA
50,"ADATEPE",50,"Akgöl Adatepe",30.566667,41.033333,8,"TUR","Turkey",4,0,NA,NA,NA,NA
51,"AE1",51,"Aegelsee",7.543611,46.648611,989,"CHE","Switzerland",100,0,NA,NA,NA,NA
52,"AF1970",52,"Abernethy Forest",-3.710556,57.235278,225,"GBR","United Kingdom",41,0,1,1,NA,NA
53,"AF1974",52,"Abernethy Forest",-3.710556,57.235278,225,"GBR","United Kingdom",49,7,2,2,NA,NA
54,"AHOLAMMI",53,"Aholami",25.216667,61.883333,114,"FIN","Finland",46,3,1,2,NA,1180
55,"AIG_HOU",54,"Aiguillettes des Ouches",6.840278,45.919444,1492,"FRA","France",28,0,NA,NA,NA,NA
56,"ALGENDAR",55,"Algendar",3.958611,39.940556,21,"ESP","Spain",137,4,1,2,NA,NA
57,"ALLOS",56,"Plan du Laus",6.702222,44.241667,2121,"FRA","France",72,6,2,2,NA,NA
58,"ALSA",57,"Alsa",-4.016667,43.117778,560,"ESP","Spain",24,3,1,2,NA,NA
59,"AMBY86",58,"Hières sur Amby",5.283333,45.790833,227,"FRA","France",183,3,2,2,NA,NA
60,"AMPOIX",59,"Ampoix",2.933333,45.633333,1015,"FRA","France",120,5,1,2,NA,NA
61,"AMSOPO1",60,"Amsoldingersee",7.576944,46.722778,641,"CHE","Switzerland",23,0,NA,NA,NA,NA
62,"AMSOPO2",60,"Amsoldingersee",7.576944,46.722778,641,"CHE","Switzerland",24,3,2,2,780,860
63,"AMSOPO3",60,"Amsoldingersee",7.576944,46.722778,641,"CHE","Switzerland",52,3,2,2,250,1200
64,"AMTKEL1",61,"Amtkel 1",41.291667,43.283333,1860,"GEO","Georgia",24,5,1,2,NA,NA
65,"AMTKEL2",62,"Amtkel 2",41.284167,43.291667,1850,"GEO","Georgia",9,1,1,2,NA,NA
66,"AMTKEL3",63,"Amtkel 3",41.291667,43.266667,1860,"GEO","Georgia",8,3,1,2,NA,NA
67,"ANFSHEIL",64,"Allt na Feithe Sheilich",-3.9,57.316667,595,"GBR","United Kingdom",49,2,1,2,NA,200
68,"ANTAS",65,"Antas",-1.823611,37.208333,0,"ESP","Spain",195,6,1,2,NA,NA
69,"ANTU",66,"Åntu Sinijarv",26.325833,59.133333,95,"EST","Estonia",54,9,2,2,NA,NA
70,"AR1",67,"Arkutino Lake",27.733333,42.366667,0,"BGR","Bulgaria",51,4,1,2,NA,NA
71,"AR2",67,"Arkutino Lake",27.733333,42.366667,0,"BGR","Bulgaria",73,7,1,2,NA,NA
72,"ARAL86",68,"Lake Aral",59.983333,44.42,53,"UZB","Uzbekistan",33,0,NA,NA,NA,NA
73,"ARC",69,"Plan Dechaud",6.830833,45.567222,2175,"FRA","France",33,0,NA,NA,NA,NA
74,"ARONDE",70,"Aronde",2.691111,49.4625,50,"FRA","France",46,3,1,2,NA,NA
75,"ARREO03",71,"Lago de Arreo",-2.983333,42.783333,650,"ESP","Spain",8,0,NA,NA,NA,NA
76,"ARS1",72,"Lake Varna (Arsenala)",27.833333,43.2,0,"BGR","Bulgaria",27,4,1,2,NA,NA
77,"ASBOTOR",73,"Åsbotorpsjön",13.833333,58.416667,280,"SWE","Sweden",35,9,2,2,NA,NA
78,"ATTEKOP",74,"Atteköps Mosse",12.883333,56.383333,185,"SWE","Sweden",27,3,NA,NA,NA,NA
79,"ATW",75,"Altenweiher",6.994444,48.013333,926,"FRA","France",113,8,1,2,NA,NA
80,"ATXURI01",76,"Atxuri",-1.55,43.25,500,"ESP","Spain",33,2,1,2,NA,NA
81,"AUNEAU",77,"Auneau",1.793611,48.456111,127,"FRA","France",64,4,1,2,NA,NA
82,"AVLAN",78,"Avlan Gölü",29.95,36.583333,1026,"TUR","Turkey",25,0,NA,NA,NA,NA
83,"BABOZ1",79,"Babozero",37.516667,66.375,138,"RUS","Russia",11,3,2,2,NA,NA
84,"BADENTAR",80,"Badentarbat",-5.366111,58.035833,23,"GBR","United Kingdom",13,2,1,1,NA,NA
85,"BAIDARA",81,"Baidara",66.9,68.85,30,"RUS","Russia",67,10,1,2,NA,NA
86,"BALIKH",82,"Balikh",39.083333,36.516667,324,"SYR","Syrian Arab Republic",10,0,NA,NA,NA,NA
87,"BASVILLE",83,"Basse-Ville",-1.858056,47.186111,1,"FRA","France",114,5,1,2,NA,NA
88,"BEANRIG",84,"Beanrig Moss",-2.765833,55.555,242,"GBR","United Kingdom",45,0,NA,NA,NA,NA
89,"BEBR5",85,"Bebrukas Lake",24.121111,54.085278,149,"LTU","Lithuania",50,14,2,2,NA,880
90,"BEBUCH1",86,"Bois de Buchelbush",5.829722,49.713889,375,"BEL","Belgium",76,0,NA,NA,NA,NA
91,"BEBUCH2",86,"Bois de Buchelbush",5.829722,49.713889,375,"BEL","Belgium",21,0,NA,NA,NA,NA
92,"BEBUCH5",86,"Bois de Buchelbush",5.829722,49.713889,375,"BEL","Belgium",11,0,NA,NA,NA,NA
93,"BEBUZDEN",87,"Buzenol",5.608889,49.625,265,"BEL","Belgium",4,0,NA,NA,NA,NA
94,"BEDLNO",88,"Bedlno",20.283333,51.204167,227,"POL","Poland",69,0,NA,NA,NA,NA
95,"BEETHECR",89,"Ethe source du Cron",5.595,49.606667,245,"BEL","Belgium",8,0,NA,NA,NA,NA
96,"BEHEIDEK",90,"Tontelange Heideknapp",5.82,49.719444,325,"BEL","Belgium",37,0,NA,NA,NA,NA
97,"BELATE01",91,"Puerto de Belate",-2.05,43.033333,847,"ESP","Spain",60,3,1,2,NA,NA
98,"BELATE05",91,"Puerto de Belate",-2.05,43.033333,847,"ESP","Spain",35,0,1,2,NA,NA
99,"BELL",92,"Bellefontaine",6.093056,46.575278,1093,"FRA","France",144,1,2,2,NA,NA
100,"BELLE",93,"Belle Lake",-7.033333,52.183333,33,"IRL","Ireland",49,8,2,2,NA,NA
101,"BEMUNO",94,"Bois des Amerois",5.129167,49.743889,415,"BEL","Belgium",68,1,1,1,NA,NA
102,"BEORV622",95,"Abbaye d'Orval",5.347222,49.641944,215,"BEL","Belgium",5,0,NA,NA,NA,NA
103,"BEORV623",95,"Abbaye d'Orval",5.347222,49.641944,215,"BEL","Belgium",5,0,NA,NA,NA,NA
104,"BEORV624",95,"Abbaye d'Orval",5.347222,49.641944,215,"BEL","Belgium",20,0,NA,NA,NA,NA
105,"BEORV641",95,"Abbaye d'Orval",5.347222,49.641944,215,"BEL","Belgium",22,0,NA,NA,NA,NA
106,"BEORV642",95,"Abbaye d'Orval",5.347222,49.641944,215,"BEL","Belgium",6,0,NA,NA,NA,NA
107,"BEORV643",95,"Abbaye d'Orval",5.347222,49.641944,215,"BEL","Belgium",4,0,NA,NA,NA,NA
108,"BEORV644",95,"Abbaye d'Orval",5.347222,49.641944,215,"BEL","Belgium",5,0,NA,NA,NA,NA
109,"BEORVA63",95,"Abbaye d'Orval",5.347222,49.641944,215,"BEL","Belgium",30,0,NA,NA,NA,NA
110,"BERGAKYL",96,"Bergakyllen",16.15,57.166667,73,"SWE","Sweden",28,5,2,2,NA,9400
111,"BERING",97,"Bering Island",166.1,55,8,"RUS","Russia",16,0,NA,NA,NA,NA
112,"BERLARE",98,"Berlare",3.981667,51.038056,2,"BEL","Belgium",38,1,NA,NA,NA,NA
113,"BESBOG",99,"Besbog",23.666667,41.75,2240,"BGR","Bulgaria",30,4,1,2,NA,NA
114,"BEYSEHIR",100,"Beysehir Gölü I",31.5,37.541667,1120,"TUR","Turkey",39,2,1,2,NA,NA
115,"BEZDON",101,"Bezdonnoe",32.766667,62.033333,121,"RUS","Russia",53,3,2,2,NA,NA
116,"BEZYMIAN",102,"Bezymiannoe",30.000278,54.216667,190,"BLR","Belarus",26,0,1,2,NA,235
117,"BIOT",103,"Biot",7.1,43.8,863,"FRA","France",92,6,1,2,NA,NA
118,"BJARHG",104,"Bjärsjöholmssjön",13.783333,55.45,50,"SWE","Sweden",118,0,1,2,NA,NA
119,"BJARSJON",105,"Bjarsjon",13.666667,58.333333,255,"SWE","Sweden",50,7,NA,NA,NA,NA
120,"BJORKE69",106,"Björkedöds Mosse",12.5,56.283333,75,"SWE","Sweden",35,3,NA,NA,NA,NA
121,"BJORKSJO",107,"Bjorksjodamm",12.393056,57.705556,87,"SWE","Sweden",38,5,2,2,NA,NA
122,"BLATO1",108,"Blato",15.191667,49.041667,645,"CZE","Czech Republic",60,2,2,2,0,295
123,"BLATO2",108,"Blato",15.191667,49.041667,645,"CZE","Czech Republic",66,0,NA,NA,NA,NA
124,"BLAVASS",109,"Blavasstjonn",11.666667,64.916667,92,"NOR","Norway",37,4,2,2,NA,NA
125,"BLEDOWO3",110,"Bledowo Lake",20.666667,52.55,78,"POL","Poland",294,4,2,2,NA,NA
126,"BLKLOCH2",111,"Black Loch",-3.194722,56.320833,90,"GBR","United Kingdom",5,0,NA,NA,NA,NA
127,"BLKLOCH4",111,"Black Loch",-3.194722,56.320833,90,"GBR","United Kingdom",5,14,1,1,NA,NA
128,"BLOMOY",112,"Blomoy",4.883333,60.533333,36,"NOR","Norway",18,4,2,2,200,NA
129,"BLUS",113,"Blusovie",41.158333,43.683333,2884,"RUS","Russia",10,0,1,1,NA,NA
130,"BOBRIZA",114,"Lake Bobriza",28.8,54.95,175,"BLR","Belarus",20,0,NA,NA,NA,NA
131,"BOGDAN",115,"Bogdanovskoe Lake",29.666667,54.3,180,"BLR","Belarus",61,0,NA,NA,NA,NA
132,"BOGUDA",116,"Lake Boguda",123.25,63.666667,120,"RUS","Russia",58,7,1,2,NA,NA
133,"BOHNIGSE",117,"Boehnigsee Goldmoos",7.844166,46.256111,2100,"CHE","Switzerland",94,4,2,2,0,603
134,"BORR-LG",118,"Loch Borralan",-4.999167,58.044167,139,"GBR","United Kingdom",47,0,NA,NA,NA,NA
135,"BORR-PG",118,"Loch Borralan",-4.999167,58.044167,139,"GBR","United Kingdom",33,0,NA,NA,NA,NA
136,"BOUARA",119,"Bouara",41.183333,35.233333,210,"SYR","Syrian Arab Republic",38,1,1,2,NA,NA
137,"BOZOVA",120,"Bozova Lake",38.516667,37.35,592,"TUR","Turkey",10,0,NA,NA,NA,NA
138,"BRASPART",121,"Saint Michel de Braspart",-3.666667,48.416667,150,"FRA","France",37,2,1,2,NA,NA
139,"BREDCOUN",122,"Brede Bridge",0.599722,50.928611,2,"GBR","United Kingdom",116,2,1,2,NA,NA
140,"BRESLES",123,"Tourbière de Bresles",2.25,49.4,50,"FRA","France",25,0,NA,NA,NA,NA
141,"BSCUL",124,"Ballyscullion East",-6.433333,54.8,50,"GBR","United Kingdom",60,0,NA,NA,NA,NA
142,"BUGRIST",125,"Bugristoe",85.166667,58.25,100,"RUS","Russia",67,5,1,2,NA,NA
143,"BURG-0",126,"Burgmoos",7.674444,47.172222,465,"CHE","Switzerland",1,0,NA,NA,NA,NA
144,"BURG1",126,"Burgmoos",7.674444,47.172222,465,"CHE","Switzerland",1,0,NA,NA,NA,NA
145,"BURG11",126,"Burgmoos",7.674444,47.172222,465,"CHE","Switzerland",13,0,NA,NA,NA,NA
146,"BURG3",126,"Burgmoos",7.674444,47.172222,465,"CHE","Switzerland",10,0,NA,NA,NA,NA
147,"BURG4A",126,"Burgmoos",7.674444,47.172222,465,"CHE","Switzerland",4,0,NA,NA,NA,NA
148,"BURG4B",126,"Burgmoos",7.674444,47.172222,465,"CHE","Switzerland",6,0,NA,NA,NA,NA
149,"BURG5-6",126,"Burgmoos",7.674444,47.172222,465,"CHE","Switzerland",16,0,NA,NA,NA,NA
150,"BURG9",126,"Burgmoos",7.674444,47.172222,465,"CHE","Switzerland",29,0,NA,NA,NA,NA
151,"BURG9B",126,"Burgmoos",7.674444,47.172222,465,"CHE","Switzerland",16,0,NA,NA,NA,NA
152,"BUTTER",127,"Butter Mountain",-6.033333,54.166667,458,"GBR","United Kingdom",35,4,2,2,NA,NA
153,"BUYUK",128,"Büyük Gölü",37.383333,39.866667,1298,"TUR","Turkey",4,0,NA,NA,NA,NA
154,"CAIRN2",129,"Cairn",6.556667,45.331389,2315,"FRA","France",37,0,NA,NA,NA,NA
155,"CAM-LG",130,"Cam Loch",-5,58.083333,130,"GBR","United Kingdom",37,7,2,2,NA,NA
156,"CAM-PG",130,"Cam Loch",-5,58.083333,130,"GBR","United Kingdom",28,0,1,2,NA,NA
157,"CARRIV",131,"Carrivmoragh",-5.983333,54.316667,260,"GBR","United Kingdom",59,6,2,2,NA,140
158,"CAUDELAI",132,"La Caudelais",-1.780556,47.261111,1,"FRA","France",158,7,1,2,NA,NA
159,"CERGOWA",134,"Cergowa Gora",21.7,49.533333,495,"POL","Poland",121,12,2,2,NA,NA
160,"CHABADA1",11,"Chabada Lake",129.366667,61.983333,290,"RUS","Russia",62,5,1,2,NA,NA
161,"CHAMB3",135,"Lac de Chambedaze",2.877778,45.450556,1217,"FRA","France",80,0,NA,NA,NA,NA
162,"CHAMB5",135,"Lac de Chambedaze",2.877778,45.450556,1217,"FRA","France",117,0,NA,NA,NA,NA
163,"CHAMBON",136,"Chambon",2.922222,45.574167,901,"FRA","France",14,0,NA,NA,NA,NA
164,"CHASTREI",137,"Bois de la Masse",2.733333,45.5,1140,"FRA","France",62,0,NA,NA,NA,NA
165,"CHAT",138,"Chat Moss",-2.45,53.466667,23,"GBR","United Kingdom",14,0,NA,NA,NA,NA
166,"CHB1",139,"Chranboz",15.361111,49.758333,480,"CZE","Czech Republic",19,0,NA,NA,NA,NA
167,"CHB2",139,"Chranboz",15.361111,49.758333,480,"CZE","Czech Republic",14,0,NA,NA,NA,NA
168,"CHEPK2",140,"Chepkeliai Bog",24.516667,54.016667,133,"LTU","Lithuania",15,2,NA,NA,NA,NA
169,"CHERNOE",141,"Chernoe Lake",106.633333,50.95,500,"RUS","Russia",10,4,NA,NA,NA,NA
170,"CHERNYAR",142,"Cherny Yar",161,56.066667,148,"RUS","Russia",15,2,NA,NA,NA,NA
171,"CHISTIC",143,"Chistic",33,57.335,205,"RUS","Russia",34,4,2,2,NA,NA
172,"CHRIOSD",144,"Loch Cill Chriosd",-5.966667,57.2,20,"GBR","United Kingdom",28,0,NA,NA,NA,NA
173,"CHROISGP",145,"Loch a'Chroisg",-5.327778,57.568333,170,"GBR","United Kingdom",19,3,1,2,300,NA
174,"CLAC2",146,"Lac du Clou",6.933889,45.567222,2375,"FRA","France",22,0,NA,NA,NA,NA
175,"CLAP69",147,"Clapeyret",7.238889,44.147222,2260,"FRA","France",32,4,2,2,NA,NA
176,"CLATTERI",148,"Clatteringshaws Loch",-4.283333,55.066667,210,"GBR","United Kingdom",19,3,1,2,NA,NA
177,"CLOU1",149,"Plan du Clou",6.539167,45.699722,1700,"FRA","France",41,0,NA,NA,NA,NA
178,"COIREBOG",150,"Coire Bog",-4.416667,57.85,259,"GBR","United Kingdom",32,3,1,2,75,NA
179,"COLFIORI",151,"Colfiorito",12.925,43.025,752,"ITA","Italy",74,4,1,2,90,440
180,"COOL69B",152,"Coolteen",-6.6,52.35,50,"IRL","Ireland",39,5,1,2,NA,NA
181,"COOL71A",152,"Coolteen",-6.6,52.35,50,"IRL","Ireland",25,2,1,1,NA,NA
182,"COORAN",153,"Cooran Lane",-4.4,55.116667,274,"GBR","United Kingdom",33,5,2,2,NA,NA
183,"COUVERT",154,"Lac Couvert",6.534722,45.696389,1805,"FRA","France",41,0,NA,NA,NA,NA
184,"CPORTER",155,"Cala'n Porter",4.131389,39.870556,24,"ESP","Spain",88,4,1,2,NA,NA
185,"CRAGGIE",156,"Loch Craggie",-4.843333,58.002778,154,"GBR","United Kingdom",77,0,1,2,NA,NA
186,"CREGGAN",157,"Cregganmore",-9.6,54.25,60,"IRL","Ireland",66,3,1,2,320,NA
187,"CRIVOE",158,"Lake Crivoe",29.133333,55.133333,130,"BLR","Belarus",13,0,NA,NA,NA,NA
188,"CROOB",159,"Slieve Croob",-5.983333,54.333333,462,"GBR","United Kingdom",29,6,2,2,NA,NA
189,"CUETOAV",160,"Cueto de la Avellanosa",-4.364167,43.116667,1320,"ESP","Spain",34,3,1,2,NA,NA
190,"CULHORN",161,"Culhorn Mains",-4.983333,54.891667,17,"GBR","United Kingdom",12,0,NA,NA,NA,NA
191,"CZAJKOW1",162,"Czajkow",21.283333,50.783333,206,"POL","Poland",197,0,1,1,NA,NA
192,"CZAJKOW2",162,"Czajkow",21.283333,50.783333,206,"POL","Poland",102,1,1,1,NA,NA
193,"CZAJKOW4",162,"Czajkow",21.283333,50.783333,206,"POL","Poland",106,0,1,1,NA,NA
194,"DABA8",163,"Daba-Nur",98.794444,48.2,2465,"MNG","Mongolia",25,6,NA,NA,NA,NA
195,"DAGSMOO",164,"Dags Mosse",14.7,58.333333,260,"SWE","Sweden",124,0,2,2,NA,NA
196,"DALLICAN",165,"Dallican Water",-1.1,60.391667,56,"GBR","United Kingdom",80,6,2,2,NA,NA
197,"DEMIRYUR",166,"Demiryurt Gölü",37.383333,39.733333,1662,"TUR","Turkey",24,0,NA,NA,NA,NA
198,"DENDERM",167,"Dendermonde",4.089722,51.043889,2,"BEL","Belgium",19,0,NA,NA,NA,NA
199,"DEROMES",168,"Deromesjön",12.35,57.216667,42,"SWE","Sweden",32,0,NA,NA,NA,NA
200,"DERRYC",169,"Derrycunihy",-9.416667,52.016667,60,"IRL","Ireland",24,4,2,2,NA,NA
201,"DLINNOE",170,"Dlinnoe",33.85,62.316667,66,"RUS","Russia",36,3,2,2,NA,775
202,"DOLG2-3",171,"Dolgoe",28.183333,55.233333,173,"BLR","Belarus",38,1,1,2,NA,NA
203,"DOLG5-7",171,"Dolgoe",28.183333,55.233333,173,"BLR","Belarus",88,0,2,2,NA,NA
204,"DOOD4",172,"Dood-Nur",99.383333,51.333333,1538,"MNG","Mongolia",19,2,NA,NA,NA,NA
205,"DUARTBG",173,"Duartbeg",-5.163056,58.296111,27,"GBR","United Kingdom",29,0,NA,NA,NA,NA
206,"DUNGEON",174,"By Loch Dungeon",-4.316667,55.116667,396,"GBR","United Kingdom",42,0,NA,NA,NA,NA
207,"DUNUM",175,"Dunum (Hilliges Moor)",7.636667,53.59,6,"DEU","Germany",25,2,1,2,NA,NA
208,"DUERREN1",176,"Dürrenecksee-Moor",13.875,47.173611,1694,"AUT","Austria",44,4,2,1,0,780
209,"DVURANSO",177,"Dvur Ansov",16.3875,48.791667,179,"CZE","Czech Republic",58,4,2,2,0,270
210,"ECHETS77",178,"Les Echets",5,45.833333,267,"FRA","France",85,0,NA,NA,NA,NA
211,"ELMALI",179,"Elmali",29.891667,37.672222,1076,"TUR","Turkey",19,0,NA,NA,NA,NA
212,"EMBOU",180,"Embouchac",3.916667,43.566389,1,"FRA","France",188,3,2,2,NA,NA
213,"ENNERIE",181,"Ennerie",-2,47.240278,2,"FRA","France",59,2,1,2,NA,NA
214,"ERAVNOE",182,"Bol'shoe Eravnoe Lake",111.666667,52.583333,947,"RUS","Russia",10,3,NA,NA,NA,NA
215,"ERMISTU",183,"Lake Ermistu",23.966667,58.366667,17,"EST","Estonia",85,5,2,2,NA,NA
216,"ESTACAS",184,"Puerto de las Estaces de Trueba",-3.700556,43.121389,1160,"ESP","Spain",9,3,1,2,NA,NA
217,"ETANG",185,"Le Grand Etang de Suze-La-Rousse",5.233333,44.35,92,"FRA","France",36,1,1,2,NA,NA
218,"EZERIZ",186,"Ezerisch",30,55.85,165,"BLR","Belarus",20,0,1,2,NA,NA
219,"FADA",187,"Loch Fada",-6.2,57.45,135,"GBR","United Kingdom",45,1,1,2,NA,NA
220,"FALSP",188,"The Mire [Fallahogy]",-6.6,54.9,46,"GBR","United Kingdom",78,0,NA,NA,NA,NA
221,"FARSKE",189,"Färshesjön",15.866667,56.166667,14,"SWE","Sweden",128,0,2,2,NA,NA
222,"FISHERS",190,"Fishersgreen",-0.216667,51.9,96,"GBR","United Kingdom",26,0,NA,NA,NA,NA
223,"FJALLS",191,"Fjallsjön 1",12.861111,57.751667,285,"SWE","Sweden",26,3,2,2,NA,NA
224,"FJELLNAS",192,"Fjällnas",12.166667,62.55,780,"SWE","Sweden",67,14,2,2,NA,NA
225,"FLAATEVA",193,"Flaatevatn",6.166667,59.7,570,"NOR","Norway",32,4,2,2,NA,NA
226,"FLARKTOT",194,"Lake Flarken",13.666667,58.583333,109,"SWE","Sweden",114,13,2,2,NA,NA
227,"FLETNOWO",195,"Fletnowo",18.65,53.533333,31,"POL","Poland",94,0,2,2,NA,NA
228,"FLOGELN4",196,"Flögeln",8.763889,53.666667,2,"DEU","Germany",26,0,NA,NA,NA,NA
229,"FLOGELN5",196,"Flögeln",8.763889,53.666667,2,"DEU","Germany",96,4,2,2,NA,470
230,"FLOGELN6",196,"Flögeln",8.763889,53.666667,2,"DEU","Germany",34,1,1,2,NA,NA
231,"FOFMOBS6",197,"Mobeche Forest",-1,48.516667,200,"FRA","France",80,2,1,2,NA,NA
232,"FOMALS80",198,"Malhaire",-1,48.5,170,"FRA","France",114,0,0,2,NA,NA
233,"FOUG1",199,"Grande Brière",-2.25,47.366667,80,"FRA","France",88,0,NA,NA,NA,NA
234,"FOUG2",199,"Grande Brière",-2.25,47.366667,80,"FRA","France",48,7,2,2,NA,NA
235,"FOUG3",199,"Grande Brière",-2.25,47.366667,80,"FRA","France",24,0,NA,NA,NA,NA
236,"FOUGS223",200,"Fougères",-0.833333,48.516667,186,"FRA","France",20,1,1,2,NA,NA
237,"FOUGS707",200,"Fougères",-0.833333,48.516667,186,"FRA","France",45,3,2,2,NA,NA
238,"FOUGS942",200,"Fougères",-0.833333,48.516667,186,"FRA","France",18,1,1,2,NA,NA
239,"FOUGS948",200,"Fougères",-0.833333,48.516667,186,"FRA","France",24,2,1,2,NA,NA
240,"FOURNEAU",201,"Le Fourneau",-0.191667,48.444444,276,"FRA","France",74,10,1,2,NA,126
241,"FRENGSTA",202,"Frengstadsetra",10.133333,62.566667,790,"NOR","Norway",31,5,2,2,NA,NA
242,"FUCHSCH1",203,"Fuchsschwanzmoos",13.905556,47.123611,1688,"AUT","Austria",46,4,2,1,0,440
243,"G89",204,"Giecz",17.363333,52.319444,100,"POL","Poland",71,3,2,2,NA,NA
244,"GALDANA",205,"Cala Galdana",3.965,39.936944,47,"ESP","Spain",102,5,1,2,NA,NA
