"ent","sigle","siteID","siteName","lon","lat","elev","poldiv1","region","nsample","ndate","clammodel","use","upperdepth","lowerdepth","optional"
1794,"EK4",1397,"Elikchan 4 Lake",151.89,60.73,800,"RUS","Russia",126,16,NA,NA,NA,NA,TRUE
1795,"NIKOLAY",1398,"Nikolay Lake",124.2,73.333333,35,"RUS","Russia",22,6,NA,NA,NA,NA,TRUE
1796,"FIGURNOY",1399,"Figurnoye Lake",149,62.1,1053,"RUS","Russia",40,4,NA,NA,NA,NA,TRUE
1797,"NMS0",1400,"Neumühler See",11.329444,53.647778,43,"DEU","Germany",21,0,NA,NA,NA,NA,TRUE
1798,"OLDCAMP",1401,"Old Camp Lake",149.592222,62.038333,853,"RUS","Russia",10,2,NA,NA,NA,NA,TRUE
1799,"OSTERHOL",1402,"Osterlolz",9.799167,52.136389,130,"DEU","Germany",75,0,NA,NA,NA,NA,TRUE
1800,"PALATKA",1403,"Palatka Lake",150.999167,60.117778,400,"RUS","Russia",8,0,NA,NA,NA,NA,TRUE
1801,"OTOSTRAS",1404,"Ottostrasse",9.942222,51.511389,157,"DEU","Germany",155,0,NA,NA,NA,NA,TRUE
1802,"PRIYAT",1405,"Priyatnoye Lake",151.716667,61.033333,980,"RUS","Russia",45,7,NA,NA,NA,NA,TRUE
1803,"ROXHEIME",1406,"Roxheimer Altrhein",8.390556,49.575833,88,"DEU","Germany",22,0,NA,NA,NA,NA,TRUE
1804,"ADYCHA",1407,"Konus Adycha river",135.583333,67.75,156,"RUS","Russia",13,5,NA,NA,NA,NA,TRUE
1805,"FLAFATTJ",1408,"Lake Flåfattj¢nna",10.398056,62.331667,1115,"NOR","Norway",148,8,NA,NA,NA,NA,TRUE
1806,"ALAZE",1409,"Alazeya River",154.5,68.5,40,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1807,"SAO1HAHN",1410,"Cape Sabler",100.528,74.5317,47,"RUS","Russia",50,0,NA,NA,NA,NA,TRUE
1808,"SAO1SHIL",1410,"Cape Sabler",100.528,74.5317,47,"RUS","Russia",35,0,NA,NA,NA,NA,TRUE
1809,"SAO4",1410,"Cape Sabler",100.528,74.5317,47,"RUS","Russia",14,0,NA,NA,NA,NA,TRUE
1810,"ARAKAM",1411,"Arakamchechen Island",-172.083333,64.75,7,"RUS","Russia",11,1,NA,NA,NA,NA,TRUE
1811,"BER1IND",1412,"Berelyekh River Indigirka Lowland",145,70.583333,20,"RUS","Russia",16,4,NA,NA,NA,NA,TRUE
1812,"BER2IND",1412,"Berelyekh River Indigirka Lowland",145,70.583333,20,"RUS","Russia",37,0,NA,NA,NA,NA,TRUE
1813,"SIEMEN1",1413,"Siemen",11.233889,53.045556,15,"DEU","Germany",16,0,NA,NA,NA,NA,TRUE
1814,"SIEMEN2",1413,"Siemen",11.233889,53.045556,15,"DEU","Germany",48,1,NA,NA,NA,NA,TRUE
1815,"BETENK",1414,"Betenkyos Adycha river",135.583333,67.666667,135,"RUS","Russia",10,2,NA,NA,NA,NA,TRUE
1816,"TELETSKO",1415,"Lake Teletskoye",87.65,51.716667,434,"RUS","Russia",41,1,NA,NA,NA,NA,TRUE
1817,"BLOSSOM",1416,"Blossom Cape",178.95,70.683333,6,"RUS","Russia",4,1,NA,NA,NA,NA,TRUE
1818,"WALENSEN",1417,"Wallensen",9.642778,52.003611,160,"DEU","Germany",17,0,NA,NA,NA,NA,TRUE
1819,"BLUD",1418,"Bludlivaya River",148.4,69.066667,100,"RUS","Russia",3,3,NA,NA,NA,NA,TRUE
1820,"WURZACHE",1419,"Wurzacher Becken",9.889444,47.923056,650,"DEU","Germany",145,0,NA,NA,NA,NA,TRUE
1821,"BUGUTAK",1420,"Bugutakh Adycha river",135.116667,67.833333,128,"RUS","Russia",11,1,NA,NA,NA,NA,TRUE
1822,"ZEIFENP1",1421,"Waginger See",12.783333,47.936111,427,"DEU","Germany",10,0,NA,NA,NA,NA,TRUE
1823,"BYLLAT",1422,"Byllatskoye",140.0625,69.165278,316,"RUS","Russia",6,2,NA,NA,NA,NA,TRUE
1824,"ZEIFENP2",1421,"Waginger See",12.783333,47.936111,427,"DEU","Germany",58,0,NA,NA,NA,NA,TRUE
1825,"CAMPING",1423,"Chistoye Lake",151.833333,59.55,91,"RUS","Russia",13,5,NA,NA,NA,NA,TRUE
1826,"ZEIFENP3",1421,"Waginger See",12.783333,47.936111,427,"DEU","Germany",17,0,NA,NA,NA,NA,TRUE
1827,"CHANNEL",1424,"Bol'shaya Kuobakh-Baga River",143.375,64.983333,500,"RUS","Russia",6,1,NA,NA,NA,NA,TRUE
1828,"CULAZON",1425,"Culazón",-4.489167,43.232778,592,"ESP","Spain",69,10,NA,NA,NA,NA,TRUE
1829,"CHANY",1426,"Chany Lake",77.534444,54.860833,102,"RUS","Russia",35,0,NA,NA,NA,NA,TRUE
1830,"BIB00",1427,"Biber See",8.28,47.130556,576,"DEU","Germany",14,0,NA,NA,NA,NA,TRUE
1831,"CHESNOK",1428,"Chesnok Peat Irtysh River",66.5,60,42,"RUS","Russia",36,7,NA,NA,NA,NA,TRUE
1832,"BUA1",1429,"Buchsee",9.573056,47.879444,576,"DEU","Germany",100,0,NA,NA,NA,NA,TRUE
1833,"CHULYM",1430,"Chulym",84,57.75,75,"RUS","Russia",23,3,NA,NA,NA,NA,TRUE
1834,"PEUPLERA",1431,"Le Miroir",5.326667,46.539444,198,"FRA","France",78,2,NA,NA,NA,NA,TRUE
1835,"CERINTB3",1432,"Lac Cerin",5.561944,45.777222,781,"FRA","France",39,7,NA,NA,NA,NA,TRUE
1836,"DEMYAN",1433,"Demyanskoye",69.5,59.5,65,"RUS","Russia",14,1,NA,NA,NA,NA,TRUE
1837,"MONROUX1",1434,"Mont Roux",6.15,46.468056,1240,"CHE","Switzerland",123,3,NA,NA,NA,NA,TRUE
1838,"DOE",1435,"Dikikh Olyenyeii Lake",-178.833333,67.75,300,"RUS","Russia",48,5,NA,NA,NA,NA,TRUE
1839,"MTRO2540",1434,"Mont Roux",6.15,46.468056,1240,"CHE","Switzerland",38,0,NA,NA,NA,NA,TRUE
1840,"DIMA",1436,"Kirgirlakh Stream",147.983333,62.666667,700,"RUS","Russia",6,5,NA,NA,NA,NA,TRUE
1841,"MTROP405",1434,"Mont Roux",6.15,46.468056,1240,"CHE","Switzerland",82,5,NA,NA,NA,NA,TRUE
1842,"DIMA1",1436,"Kirgirlakh Stream",147.983333,62.666667,700,"RUS","Russia",9,2,NA,NA,NA,NA,TRUE
1843,"DIMA2",1436,"Kirgirlakh Stream",147.983333,62.666667,700,"RUS","Russia",16,4,NA,NA,NA,NA,TRUE
1844,"DIMA3",1436,"Kirgirlakh Stream",147.983333,62.666667,700,"RUS","Russia",11,5,NA,NA,NA,NA,TRUE
1845,"DIMA4",1436,"Kirgirlakh Stream",147.983333,62.666667,700,"RUS","Russia",10,4,NA,NA,NA,NA,TRUE
1846,"LEBONSEI",1437,"Lac de Chaillexon",6.6725,47.06,754,"FRA","France",37,1,NA,NA,NA,NA,TRUE
1847,"DUVAN",1438,"Duvanny Yar Alas",159.083333,68.666667,35,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1848,"DUVAN1",1438,"Duvanny Yar Alas",159.083333,68.666667,35,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1849,"DUVAN2",1438,"Duvanny Yar Alas",159.083333,68.666667,35,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1850,"MLBOURNE",1437,"Lac de Chaillexon",6.6725,47.06,754,"FRA","France",141,1,NA,NA,NA,NA,TRUE
1851,"ELG107",1439,"Elgygytgyn lake",172.083333,67.416667,490,"RUS","Russia",4,2,NA,NA,NA,NA,TRUE
1852,"ENM109",1439,"Elgygytgyn lake",172.083333,67.416667,490,"RUS","Russia",10,5,NA,NA,NA,NA,TRUE
1853,"ENM126",1440,"Enmyvaam River",171.616667,67.066667,480,"RUS","Russia",7,1,NA,NA,NA,NA,TRUE
1854,"ENMYN",1441,"Enmynveem River",166,68.25,500,"RUS","Russia",16,4,NA,NA,NA,NA,TRUE
1855,"MALPAS1",1442,"Lac de Malpas",6.293889,46.833889,936,"FRA","France",39,2,NA,NA,NA,NA,TRUE
1856,"ENTARNOY",1443,"Entarnoye",78.333333,59,65,"RUS","Russia",30,5,NA,NA,NA,NA,TRUE
1857,"GLADKOYE",1444,"Gladkoye Bog",83.333333,55,80,"RUS","Russia",57,12,NA,NA,NA,NA,TRUE
1858,"GLUKHOYE",1445,"Glukhoye Lake",149.916667,59.75,3,"RUS","Russia",29,0,NA,NA,NA,NA,TRUE
1859,"GLUPEAT",1445,"Glukhoye Lake",149.916667,59.75,3,"RUS","Russia",6,5,NA,NA,NA,NA,TRUE
1860,"GOLUBOY",1446,"Goluboye Lake",152.266667,61.116667,810,"RUS","Russia",41,13,NA,NA,NA,NA,TRUE
1861,"MALPAS2",1442,"Lac de Malpas",6.293889,46.833889,936,"FRA","France",19,0,NA,NA,NA,NA,TRUE
1862,"IGARKA",1447,"Igarka",86,67.666667,45,"RUS","Russia",22,3,NA,NA,NA,NA,TRUE
1863,"JACKW",1448,"Jack London Lake Chukotskyi",179.623611,70.894167,7,"RUS","Russia",20,6,NA,NA,NA,NA,TRUE
1864,"KALIST",1449,"Kalistratikha",83.25,53.333333,190,"RUS","Russia",14,4,NA,NA,NA,NA,TRUE
1865,"KARGA",1450,"Karginskii Cape",85,70,60,"RUS","Russia",19,13,NA,NA,NA,NA,TRUE
1866,"KARGOPOL",1451,"Kargopolovo",83,55,75,"RUS","Russia",16,3,NA,NA,NA,NA,TRUE
1867,"KAYAKSK",1452,"Kayakskoye Zaimitschye",81,55,150,"RUS","Russia",31,5,NA,NA,NA,NA,TRUE
1868,"CENSEAU",1453,"Tourbière de Censeau",6.055278,46.813889,840,"FRA","France",49,2,NA,NA,NA,NA,TRUE
1869,"KHALER",1454,"Khalerchinskaya Tundra",162,68,39,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1870,"KHOMUR",1455,"Bol'shoi Khomus",153.75,70.125,25,"RUS","Russia",2,2,NA,NA,NA,NA,TRUE
1871,"KOLYMA",1456,"Berelyekh River",147.75,63.283333,800,"RUS","Russia",20,3,NA,NA,NA,NA,TRUE
1872,"KOMARIT",1457,"Komaritsa",69,57.5,42,"RUS","Russia",28,10,NA,NA,NA,NA,TRUE
1873,"KONERG",1458,"Konergino",-178.9,65.9,10,"RUS","Russia",11,1,NA,NA,NA,NA,TRUE
1874,"KRASIV",1459,"Krasivoye",161.833333,68.25,50,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1875,"KRASIV1",1459,"Krasivoye",161.833333,68.25,50,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1876,"KRASIV2",1459,"Krasivoye",161.833333,68.25,50,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1877,"KREST",1460,"Kresta Gulf",-179,66,5,"RUS","Russia",10,2,NA,NA,NA,NA,TRUE
1878,"NARBIEF",1461,"Tourbière de Narbief",6.6975,47.080278,885,"FRA","France",96,5,NA,NA,NA,NA,TRUE
1879,"KUBAGA",1424,"Bol'shaya Kuobakh-Baga River",143.375,64.983333,500,"RUS","Russia",11,5,NA,NA,NA,NA,TRUE
1880,"KUR1",1462,"Bol'shaya Kuropatoch'ya River",156.366667,69.966667,47,"RUS","Russia",1,2,NA,NA,NA,NA,TRUE
1881,"KURPEAT",1462,"Bol'shaya Kuropatoch'ya River",156.366667,69.966667,47,"RUS","Russia",10,5,NA,NA,NA,NA,TRUE
1882,"KURLAKE",1463,"Bol'shaya Kuropatoch'ya lake",157,70.5,40,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1883,"KUROP4",1464,"Bol'shaya Kuropatoch'ya River P4",156.7,70.283333,40,"RUS","Russia",3,1,NA,NA,NA,NA,TRUE
1884,"KUROP7",1465,"Bol'shaya Kuropatoch'ya River P7",156.75,70.666667,7,"RUS","Russia",7,3,NA,NA,NA,NA,TRUE
1885,"KUR10730",1466,"East Siberian Sea Coast",156.5,71.066667,9,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1886,"KURO12",1466,"East Siberian Sea Coast",156.5,71.066667,9,"RUS","Russia",7,1,NA,NA,NA,NA,TRUE
1887,"KUR2",1467,"East Siberian Sea Coast 2",156.45,71.066667,33,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1888,"MALTAN",1468,"Maltan River",151.616667,60.883333,735,"RUS","Russia",22,11,NA,NA,NA,NA,TRUE
1889,"KURO11",1469,"East Siberian Sea Coast 11",156.25,71.066667,8,"RUS","Russia",9,4,NA,NA,NA,NA,TRUE
1890,"CCMSUD",1470,"Lac de Clairvaux",5.749167,46.565,525,"FRA","France",107,2,NA,NA,NA,NA,TRUE
1891,"LAKEEV",1471,"Lakeevskaya Zaimka",159.25,68.616667,40,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1892,"LEDOBOZ",1472,"Ledovyi Obryu",171.183333,64.1,44,"RUS","Russia",9,7,NA,NA,NA,NA,TRUE
1893,"LUKA",1473,"Lukaschin Yar",78.5,61,65,"RUS","Russia",25,13,NA,NA,NA,NA,TRUE
1894,"CHALIN20",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",63,2,NA,NA,NA,NA,TRUE
1895,"GROZONS8",1475,"Grozon",5.700278,46.890556,260,"FRA","France",38,5,NA,NA,NA,NA,TRUE
1896,"LESNANS",1476,"Les Nans",5.974444,46.789722,635,"FRA","France",26,2,NA,NA,NA,NA,TRUE
1897,"MOUPLEUR",1477,"Tourbière du Mou de Pleure",5.450556,46.913889,214,"FRA","France",45,4,NA,NA,NA,NA,TRUE
1898,"MAMENM",1478,"Enmynveem Malyi Anyui",165.933333,68.166667,400,"RUS","Russia",11,4,NA,NA,NA,NA,TRUE
1899,"MANYUI",1479,"Molotkovskii Kamen",161.5,68.333333,40,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1900,"NEIZ",1480,"Neizvestnaya",-179.416667,71.55,3,"RUS","Russia",4,1,NA,NA,NA,NA,TRUE
1901,"NIZVAR",1481,"Nizhnevartovskoye",77,61.25,55,"RUS","Russia",33,14,NA,NA,NA,NA,TRUE
1902,"NEUBLANS",1482,"Paleochenal de Neublans",5.337778,46.916111,184,"FRA","France",90,3,NA,NA,NA,NA,TRUE
1903,"BOVOISIN",1483,"Paleochenal de Beauvoisin",5.372778,46.933333,184,"FRA","France",50,1,NA,NA,NA,NA,TRUE
1904,"ABBAYE",1484,"Lac de l'Abbaye",5.910833,46.528889,874,"FRA","France",46,0,NA,NA,NA,NA,TRUE
1905,"BREVIAI2",1485,"Paléochenal de Bréviaire",5.516389,45.649722,210,"FRA","France",10,1,NA,NA,NA,NA,TRUE
1906,"LESAYMES",1486,"Paléochenal Les Aymes",5.510556,45.6825,210,"FRA","France",22,0,NA,NA,NA,NA,TRUE
1907,"LBIII",1487,"Tourbière des Barbouillons",6.286389,46.905278,820,"FRA","France",22,0,NA,NA,NA,NA,TRUE
1908,"LB3CMMS",1487,"Tourbière des Barbouillons",6.286389,46.905278,820,"FRA","France",6,0,NA,NA,NA,NA,TRUE
1909,"PENZHIN",1488,"Penzhinskaya Gulf",165.416667,62.416667,32,"RUS","Russia",11,2,NA,NA,NA,NA,TRUE
1910,"PEPELNOY",1489,"Pepel'noye Lake",150.616667,59.85,115,"RUS","Russia",24,2,NA,NA,NA,NA,TRUE
1911,"ROCKISLA",1490,"Rock Island Lake",149.592778,62.032778,849,"RUS","Russia",14,2,NA,NA,NA,NA,TRUE
1912,"SOSEDNEE",1491,"Sosednee Lake",149.5225,62.058056,886,"RUS","Russia",41,5,NA,NA,NA,NA,TRUE
1913,"STAD",1492,"Stadukhinskaya Protoka Channel",159.5,68.666667,5,"RUS","Russia",6,2,NA,NA,NA,NA,TRUE
1914,"STAD2",1492,"Stadukhinskaya Protoka Channel",159.5,68.666667,5,"RUS","Russia",3,3,NA,NA,NA,NA,TRUE
1915,"SUMINSK",1493,"Suminskoye Zaimitschye",80.25,55,135,"RUS","Russia",16,6,NA,NA,NA,NA,TRUE
1916,"STAD1",1492,"Stadukhinskaya Protoka Channel",159.5,68.666667,5,"RUS","Russia",11,4,NA,NA,NA,NA,TRUE
1917,"SMOR",1494,"Smorodinovoye Lake",141.116667,64.766667,800,"RUS","Russia",76,11,NA,NA,NA,NA,TRUE
1918,"TANON",1495,"Tanon River",151.2,59.666667,40,"RUS","Russia",29,11,NA,NA,NA,NA,TRUE
1919,"TOLMACH",1496,"Tolmachevsko Krivodanovskii",84,55,110,"RUS","Russia",30,5,NA,NA,NA,NA,TRUE
1920,"TOM1",1497,"Tom River",84,56.166667,100,"RUS","Russia",25,6,NA,NA,NA,NA,TRUE
1921,"TS",1498,"Taloye Lake",152.333333,61.016667,750,"RUS","Russia",36,7,NA,NA,NA,NA,TRUE
1922,"ULAKHAN",1499,"Ulakhan Adychan River",135.583333,67.833333,130,"RUS","Russia",9,3,NA,NA,NA,NA,TRUE
1923,"VECHER",1500,"Vechernii River",147.75,63.283333,800,"RUS","Russia",28,7,NA,NA,NA,NA,TRUE
1924,"VESELOYE",1501,"Veseloye Lake",-179.626111,71.185556,224,"RUS","Russia",16,1,NA,NA,NA,NA,TRUE
1925,"WR12",1502,"Mamontovaya River",-179.75,71.166667,200,"RUS","Russia",31,18,NA,NA,NA,NA,TRUE
1926,"ZAGVOZ",1503,"Zagvozdino Irtysh River",71.416667,57.75,65,"RUS","Russia",12,1,NA,NA,NA,NA,TRUE
1927,"AUL00",1504,"Steeger See",9.652778,47.957222,542,"DEU","Germany",16,0,NA,NA,NA,NA,TRUE
1928,"HOF01",1505,"Hofsee",12.520278,53.589167,63,"DEU","Germany",4,0,NA,NA,NA,NA,TRUE
1929,"HOF02",1505,"Hofsee",12.520278,53.589167,63,"DEU","Germany",4,0,NA,NA,NA,NA,TRUE
1930,"ILL01",1506,"Illmensee",9.381389,47.854722,692,"DEU","Germany",20,0,NA,NA,NA,NA,TRUE
1931,"KAI2",1507,"Kaiserwinkel",10.973333,52.516389,59,"DEU","Germany",22,0,NA,NA,NA,NA,TRUE
1932,"KAIXA",1507,"Kaiserwinkel",10.973333,52.516389,59,"DEU","Germany",53,0,NA,NA,NA,NA,TRUE
1933,"KAIXB",1507,"Kaiserwinkel",10.973333,52.516389,59,"DEU","Germany",43,0,NA,NA,NA,NA,TRUE
1934,"LU1",1508,"Lutteranger",10.1625,51.576944,163,"DEU","Germany",48,0,NA,NA,NA,NA,TRUE
1935,"MOOR",1509,"Moorhausen",7.960278,53.565278,0,"DEU","Germany",33,0,NA,NA,NA,NA,TRUE
1936,"MU01",1510,"Muggesfelder See",10.333333,54.026944,37,"DEU","Germany",23,0,NA,NA,NA,NA,TRUE
1937,"MU1",1510,"Muggesfelder See",10.333333,54.026944,37,"DEU","Germany",199,0,NA,NA,NA,NA,TRUE
1938,"NI0",1511,"Niklassee",9.696389,48.011667,569,"DEU","Germany",15,0,NA,NA,NA,NA,TRUE
1939,"PLU01",1512,"Plußee",10.445833,54.183889,25,"DEU","Germany",67,0,NA,NA,NA,NA,TRUE
1940,"TR0",1513,"Trünnensee",12.945556,53.213056,59,"DEU","Germany",21,0,NA,NA,NA,NA,TRUE
1941,"WE",1514,"Weßlinger See",11.253056,48.073333,590,"DEU","Germany",31,0,NA,NA,NA,NA,TRUE
1942,"AULENROH",1504,"Steeger See",9.652778,47.957222,542,"DEU","Germany",75,0,NA,NA,NA,NA,TRUE
1943,"HAE007",1515,"Hämelsee",9.310556,52.759722,21,"DEU","Germany",13,0,NA,NA,NA,NA,TRUE
1944,"HAE008",1515,"Hämelsee",9.310556,52.759722,21,"DEU","Germany",21,0,NA,NA,NA,NA,TRUE
1945,"HAE10",1515,"Hämelsee",9.310556,52.759722,21,"DEU","Germany",33,0,NA,NA,NA,NA,TRUE
1946,"HAE3",1515,"Hämelsee",9.310556,52.759722,21,"DEU","Germany",21,0,NA,NA,NA,NA,TRUE
1947,"HAE7",1515,"Hämelsee",9.310556,52.759722,21,"DEU","Germany",14,0,NA,NA,NA,NA,TRUE
1948,"LAUT105",312,"Etang du Lautrey",5.863889,46.587222,788,"FRA","France",148,0,NA,NA,NA,NA,TRUE
1949,"DUINGT1",1516,"Duingt",6.203333,45.828889,446,"FRA","France",34,0,NA,NA,NA,NA,TRUE
1950,"STJORIOZ",1517,"Saint-Jorioz",6.164722,45.839444,464,"FRA","France",174,1,NA,NA,NA,NA,TRUE
1951,"A400",77,"Auneau",1.793611,48.456111,127,"FRA","France",4,0,NA,NA,NA,NA,TRUE
1952,"A41",77,"Auneau",1.793611,48.456111,127,"FRA","France",26,0,NA,NA,NA,NA,TRUE
1953,"CHA3VI1",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",4,0,NA,NA,NA,NA,TRUE
1954,"CHA3VI13",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",5,0,NA,NA,NA,NA,TRUE
1955,"CHA3VI25",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",5,0,NA,NA,NA,NA,TRUE
1956,"CHA3VI37",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",4,0,NA,NA,NA,NA,TRUE
1957,"CHAL349",1474,"Lac de Chalain",5.791389,46.670278,487,"FRA","France",5,0,NA,NA,NA,NA,TRUE
1958,"BART",1518,"Lac de Bart",5.740556,45.760278,240,"FRA","France",72,0,NA,NA,NA,NA,TRUE
1959,"CHENSC21",1519,"Chens-sur-Léman",6.267222,46.325278,428,"FRA","France",26,0,NA,NA,NA,NA,TRUE
1960,"CHENSC22",1519,"Chens-sur-Léman",6.267222,46.325278,428,"FRA","France",32,0,NA,NA,NA,NA,TRUE
1961,"CHENSC23",1519,"Chens-sur-Léman",6.267222,46.325278,428,"FRA","France",38,0,NA,NA,NA,NA,TRUE
1962,"COULON",1520,"Coulon",-0.585278,46.321944,6,"FRA","France",15,0,NA,NA,NA,NA,TRUE
1963,"MOUTH2PB",1521,"Tourbière de Mouthe",6.191667,46.709722,936,"FRA","France",20,0,NA,NA,NA,NA,TRUE
1964,"TAVAFA31",1522,"Tavaux",5.4075,47.036389,192,"FRA","France",8,0,NA,NA,NA,NA,TRUE
1965,"TAVAUC1",1522,"Tavaux",5.4075,47.036389,192,"FRA","France",5,0,NA,NA,NA,NA,TRUE
1966,"TAVAUC2",1522,"Tavaux",5.4075,47.036389,192,"FRA","France",12,0,NA,NA,NA,NA,TRUE
1967,"LAUT205",312,"Etang du Lautrey",5.863889,46.587222,788,"FRA","France",46,0,NA,NA,NA,NA,TRUE
1968,"CDCA11-2",1523,"Creux de Croue",6.128333,46.5,1370,"CHE","Switzerland",75,2,NA,NA,NA,NA,TRUE
1969,"CREUX",1523,"Creux de Croue",6.128333,46.5,1370,"CHE","Switzerland",90,4,NA,NA,NA,NA,TRUE
1970,"LAUT105T",312,"Etang du Lautrey",5.863889,46.587222,788,"FRA","France",83,0,NA,NA,NA,NA,TRUE
1971,"MOLESME",1524,"Molesme",4.373056,47.957222,183,"FRA","France",76,3,NA,NA,NA,NA,TRUE
1972,"MONTILI1",1525,"Montilier",7.123611,46.935,438,"CHE","Switzerland",41,3,NA,NA,NA,NA,TRUE
1973,"MONTILI2",1525,"Montilier",7.123611,46.935,438,"CHE","Switzerland",35,3,NA,NA,NA,NA,TRUE
1974,"MONTIES",1525,"Montilier",7.123611,46.935,438,"CHE","Switzerland",3,0,NA,NA,NA,NA,TRUE
1975,"MONTIESS",1525,"Montilier",7.123611,46.935,438,"CHE","Switzerland",1,0,NA,NA,NA,NA,TRUE
1976,"CHAVANNE",1526,"Tourbière de Chavannes",2.376111,46.852222,164,"FRA","France",31,3,NA,NA,NA,NA,TRUE
1977,"GCHAUMET",1527,"Marais du Grang Chaumet",1.891389,46.9375,148,"FRA","France",112,8,NA,NA,NA,NA,TRUE
1978,"REMORAI2",1528,"Remoray",6.263611,46.770278,851,"FRA","France",108,0,NA,NA,NA,NA,TRUE
1979,"DOSLCRAS",1529,"Dos le Cras",7.131944,47.288333,927,"CHE","Switzerland",51,5,NA,NA,NA,NA,TRUE
1980,"EMBREUX",1530,"Derrière les Embreux",7.117222,47.263056,1019,"CHE","Switzerland",39,4,NA,NA,NA,NA,TRUE
1981,"EBOUQUIN",1531,"Etang Bouquin",4.018611,47.273611,540,"FRA","France",29,5,NA,NA,NA,NA,TRUE
1982,"MONTBE",1532,"Montbé",4.106944,47.214722,562,"FRA","France",48,6,NA,NA,NA,NA,TRUE
1983,"PLAMBERT",1533,"Port des Lamberts",4.010556,46.960833,710,"FRA","France",54,4,NA,NA,NA,NA,TRUE
1984,"POIL",1534,"Quart du Bois",4.034167,46.8925,420,"FRA","France",46,3,NA,NA,NA,NA,TRUE
1985,"VERNAY",1535,"Le Vernay",4.079167,47.261944,595,"FRA","France",56,4,NA,NA,NA,NA,TRUE
1986,"VERNYBRU",1536,"Le Verny des Brûlons",4.122778,47.317778,565,"FRA","France",37,6,NA,NA,NA,NA,TRUE
1987,"HANAU",1537,"Hanau",7.537778,49.010278,237,"FRA","France",43,0,NA,NA,NA,NA,TRUE
1988,"STQUIRIN",1538,"Saint Quirin",7.064722,48.609722,308,"FRA","France",23,0,NA,NA,NA,NA,TRUE
1989,"HELLANGE",1539,"Hellange",6.149167,49.507778,259,"LUX","Luxembourg",23,0,NA,NA,NA,NA,TRUE
1990,"MERSCH",1540,"Mersch",6.103056,49.752778,240,"LUX","Luxembourg",13,0,NA,NA,NA,NA,TRUE
1991,"NAY",1541,"Tourbière de Nay",-1.534167,47.310556,5,"FRA","France",123,8,NA,NA,NA,NA,TRUE
1992,"MAZEROL",1542,"Marais de Mazerolles",-1.478611,47.358056,4,"FRA","France",120,8,NA,NA,NA,NA,TRUE
1993,"POUPINIE",1543,"Marais de la Poupinière",-1.502778,47.402778,4,"FRA","France",78,7,NA,NA,NA,NA,TRUE
1994,"LISLE",1544,"Marais de Lisle",-1.494444,47.429722,5,"FRA","France",59,7,NA,NA,NA,NA,TRUE
1995,"DISTRE",1545,"Marais de Munet",-0.095833,47.221667,28,"FRA","France",71,8,NA,NA,NA,NA,TRUE
1996,"ANCENIS",1546,"Ancenis",-1.165,47.3825,5,"FRA","France",82,7,NA,NA,NA,NA,TRUE
1997,"CHAMPTOC",1547,"Marais de Champtocé",-0.860556,47.413611,19,"FRA","France",111,7,NA,NA,NA,NA,TRUE
1998,"OUDON",1548,"Oudon",-1.293611,47.355556,17,"FRA","France",90,10,NA,NA,NA,NA,TRUE
1999,"CORDEMAI",1549,"Cordemais",-1.876111,47.280833,5,"FRA","France",81,7,NA,NA,NA,NA,TRUE
2000,"REZE",1550,"Rezé",-1.566944,47.1925,4,"FRA","France",8,0,NA,NA,NA,NA,TRUE
2001,"SEIL",1550,"Rezé",-1.566944,47.1925,4,"FRA","France",31,4,NA,NA,NA,NA,TRUE
2002,"SEILFOND",1550,"Rezé",-1.566944,47.1925,4,"FRA","France",5,2,NA,NA,NA,NA,TRUE
2003,"MERON",1551,"Marais de Méron",-1.123333,47.380556,6,"FRA","France",94,6,NA,NA,NA,NA,TRUE
2004,"CHANJON3",1552,"Changeon",0.131944,47.276111,28,"FRA","France",9,2,NA,NA,NA,NA,TRUE
2005,"CHANJON4",1552,"Changeon",0.131944,47.276111,28,"FRA","France",12,2,NA,NA,NA,NA,TRUE
2006,"CARKEFOS",1553,"Carquefou",-1.476944,47.309167,11,"FRA","France",29,2,NA,NA,NA,NA,TRUE
2007,"CARKEFOU",1553,"Carquefou",-1.476944,47.309167,11,"FRA","France",53,8,NA,NA,NA,NA,TRUE
2008,"CARKTRAN",1553,"Carquefou",-1.476944,47.309167,11,"FRA","France",23,3,NA,NA,NA,NA,TRUE
