"ent","sigle","siteID","siteName","lon","lat","elev","poldiv1","region","nsample","ndate","clammodel","use","upperdepth","lowerdepth","optional"
1585,"JABLUNKA",1272,"Jablunka",17.95,49.383333,322,"CZE","Czech Republic",29,2,NA,NA,NA,NA,TRUE
1586,"JELENILO",1273,"Jelení louze",14.27,50.892778,460,"CZE","Czech Republic",39,5,NA,NA,NA,NA,TRUE
1587,"KLICAVA",1274,"Klícava",13.833056,50.146389,440,"CZE","Czech Republic",33,0,NA,NA,NA,NA,TRUE
1588,"KOMORAN1",288,"Komoranské jezero",13.5,50.5,231,"CZE","Czech Republic",31,0,NA,NA,NA,NA,TRUE
1589,"KOMORAN2",288,"Komoranské jezero",13.5,50.5,231,"CZE","Czech Republic",36,4,NA,NA,NA,NA,TRUE
1590,"KUBRIKOV",1275,"Kubriková",18.672222,49.987222,790,"SVK","Slovakia",27,1,NA,NA,NA,NA,TRUE
1591,"KULZERMO",1276,"Kulzer Moos",12.442778,49.394722,481,"DEU","Germany",112,9,NA,NA,NA,NA,TRUE
1592,"LABSKYDU",1277,"Labsk8 dul",15.554722,50.766111,1199,"CZE","Czech Republic",79,17,NA,NA,NA,NA,TRUE
1593,"MACHOVA",1278,"Machová",17.541111,48.830833,498,"CZE","Czech Republic",21,1,NA,NA,NA,NA,TRUE
1594,"MELNICKY",1279,"Melnick8 úval",14.578333,50.299444,176,"CZE","Czech Republic",30,2,NA,NA,NA,NA,TRUE
1595,"NABAHNE",1280,"Na bahne",15.961389,50.198889,237,"CZE","Czech Republic",25,3,NA,NA,NA,NA,TRUE
1596,"DOLSKYM",1281,"Nad Dolsk8m ml8nem",14.338889,50.8525,240,"CZE","Czech Republic",29,2,NA,NA,NA,NA,TRUE
1597,"PANCALOU",1282,"Pancavská louka",15.541111,50.766389,1336,"CZE","Czech Republic",130,29,NA,NA,NA,NA,TRUE
1598,"PLESNEJE",1283,"Plesné jezero",13.865833,48.776944,1105,"CZE","Czech Republic",67,5,NA,NA,NA,NA,TRUE
1599,"POHANSKO",1284,"Pohansko",16.886111,48.735,157,"CZE","Czech Republic",18,0,NA,NA,NA,NA,TRUE
1600,"POPRADSK",1285,"Popradské  pleso",20.073056,39.084444,1513,"SVK","Slovakia",84,4,NA,NA,NA,NA,TRUE
1601,"PRYSKYRI",1286,"Pryskyricn8 dul",14.413333,50.887778,423,"CZE","Czech Republic",52,2,NA,NA,NA,NA,TRUE
1602,"RYBARENS",1287,"Rybárenská Slat",13.461944,49.031389,1014,"SVK","Slovakia",58,1,NA,NA,NA,NA,TRUE
1603,"PRAHAPOD",1288,"Praha-pod predelem",14.391667,50.1125,190,"CZE","Czech Republic",1,2,NA,NA,NA,NA,TRUE
1604,"RYNHOLEC",1289,"Rynholec",13.929722,50.129444,478,"CZE","Czech Republic",60,4,NA,NA,NA,NA,TRUE
1605,"STARABOL",1290,"Stará Boleslav",14.6675,50.198056,167,"CZE","Czech Republic",7,0,NA,NA,NA,NA,TRUE
1606,"STARABCI",1290,"Stará Boleslav",14.6675,50.198056,167,"CZE","Czech Republic",49,4,NA,NA,NA,NA,TRUE
1607,"STRBSKEA",1291,"Strbské pleso",20.055556,49.122222,1345,"SVK","Slovakia",39,5,NA,NA,NA,NA,TRUE
1608,"SVARCENB",261,"Svarcenberk",14.705,49.145833,412,"CZE","Czech Republic",159,5,NA,NA,NA,NA,TRUE
1609,"TISICE",1292,"Tisice",14.532778,50.236944,160,"CZE","Czech Republic",42,2,NA,NA,NA,NA,TRUE
1610,"TLSTAHOR",1293,"Tlstá hora",17.888611,48.894167,460,"SVK","Slovakia",50,4,NA,NA,NA,NA,TRUE
1611,"UPSKELBU",1208,"Tpské raseliniste Mire",15.7125,50.738889,1425,"CZE","Czech Republic",50,7,NA,NA,NA,NA,TRUE
1612,"VERNERO2",579,"Vernerovice",16.195833,50.621667,492,"CZE","Czech Republic",9,0,NA,NA,NA,NA,TRUE
1613,"VLADAR",1294,"Vladar",13.217778,50.08,612,"CZE","Czech Republic",87,6,NA,NA,NA,NA,TRUE
1614,"WEIHERLO",1295,"Weiherlohe",12.3875,49.729722,685,"DEU","Germany",28,4,NA,NA,NA,NA,TRUE
1615,"BORIE",1296,"La Borie",2.750278,45.240556,1170,"FRA","France",84,4,NA,NA,NA,NA,TRUE
1616,"WINDBRUC",1297,"Windbruch",12.543056,49.609444,497,"DEU","Germany",65,5,NA,NA,NA,NA,TRUE
1617,"ZAHAJI",1298,"Zahájí",14.115556,50.379444,232,"CZE","Czech Republic",97,6,NA,NA,NA,NA,TRUE
1618,"HALAMKY",1299,"Halámky",14.916667,48.855833,479,"CZE","Czech Republic",19,0,NA,NA,NA,NA,TRUE
1619,"STONAVA",1218,"Stonava",18.543333,49.815833,263,"CZE","Czech Republic",32,0,NA,NA,NA,NA,TRUE
1620,"SVARCEN3",261,"Svarcenberk",14.705,49.145833,412,"CZE","Czech Republic",36,4,NA,NA,NA,NA,TRUE
1621,"UHERSKEH",1300,"Uherské Hradiste",17.466389,49.070556,179,"CZE","Czech Republic",17,0,NA,NA,NA,NA,TRUE
1622,"KULZEXII",1276,"Kulzer Moos",12.442778,49.394722,481,"DEU","Germany",54,6,NA,NA,NA,NA,TRUE
1623,"BRUSPERK",1301,"Brusperk",18.212222,49.706944,233,"CZE","Czech Republic",15,0,NA,NA,NA,NA,TRUE
1624,"CESKYTES",1302,"Cesk8 Tesín",18.608056,49.738611,291,"CZE","Czech Republic",16,0,NA,NA,NA,NA,TRUE
1625,"KRUZLOVA",1303,"Kruzlová",21.583611,49.364167,283,"SVK","Slovakia",36,0,NA,NA,NA,NA,TRUE
1626,"STOVANSC",1218,"Stonava",18.543333,49.815833,263,"CZE","Czech Republic",7,0,NA,NA,NA,NA,TRUE
1627,"CEJCKE27",1304,"Cejcské jezero",16.975,48.938889,175,"CZE","Czech Republic",40,1,NA,NA,NA,NA,TRUE
1628,"PRAHA",1305,"Praha",14.400556,50.090556,261,"CZE","Czech Republic",23,0,NA,NA,NA,NA,TRUE
1629,"PENANEGR",1306,"Peña Negra",-5.792222,40.334722,1258,"ESP","Spain",63,6,NA,NA,NA,NA,TRUE
1630,"BELES",1307,"Beles Mountains",23.016111,41.319444,1400,"GRC","Greece",24,2,NA,NA,NA,NA,TRUE
1631,"PAIKO",1308,"Mount Paiko",22.274722,41.051667,1080,"GRC","Greece",26,3,NA,NA,NA,NA,TRUE
1632,"PERTOYLI",1309,"Pertouli",21.4775,39.524167,1440,"GRC","Greece",24,3,NA,NA,NA,NA,TRUE
1633,"PIERIA",1310,"Flambouro-Pieria mountains",22.170833,40.259444,1645,"GRC","Greece",16,2,NA,NA,NA,NA,TRUE
1634,"RHODOPI",1311,"Elatia-Rhodopes",24.325833,41.479722,1520,"GRC","Greece",20,3,NA,NA,NA,NA,TRUE
1635,"VORAS",1312,"Mount Voras",21.912222,41.019722,1640,"GRC","Greece",25,3,NA,NA,NA,NA,TRUE
1636,"LITOCHOR",1313,"Litochoro",22.546111,40.138889,25,"GRC","Greece",64,2,NA,NA,NA,NA,TRUE
1637,"RYCHORY",1314,"R8chory",15.852778,50.660833,966,"CZE","Czech Republic",9,0,NA,NA,NA,NA,TRUE
1638,"STRIBRNA",1315,"Stríbrná bystriná",15.686111,50.748611,1415,"CZE","Czech Republic",8,0,NA,NA,NA,NA,TRUE
1639,"TRELDKLA",1316,"Trelde Klint",9.842222,55.625,10,"DNK","Denmark",39,0,NA,NA,NA,NA,TRUE
1640,"SAHAMMER",1317,"Saham  Mere",0.806389,52.581389,38,"GBR","United Kingdom",101,10,NA,NA,NA,NA,TRUE
1641,"SEAMER87",488,"Sea Mere",1.004444,52.570556,38,"GBR","United Kingdom",128,0,NA,NA,NA,NA,TRUE
1642,"STOWBEDO",1318,"The Mere Stow Bedon",0.873889,52.529444,37,"GBR","United Kingdom",107,10,NA,NA,NA,NA,TRUE
1643,"TMGM2",1319,"Gomishan",54.056667,37.151667,-26,"IRN","Iran, Islamic Republic of",38,10,NA,NA,NA,NA,TRUE
1644,"ACHENHAN",1320,"Achenhang",12.193889,47.753056,585,"DEU","Germany",21,0,NA,NA,NA,NA,TRUE
1645,"ASCHENHU",1321,"Aschenhütte",10.304444,51.685,240,"DEU","Germany",80,0,NA,NA,NA,NA,TRUE
1646,"AKAZIEWE",1322,"Akazienweg",9.936667,51.518611,150,"DEU","Germany",19,0,NA,NA,NA,NA,TRUE
1647,"BARBARIN",1323,"Barbarina Tumsa",123.35,73.566667,10,"RUS","Russia",19,4,NA,NA,NA,NA,TRUE
1648,"BLANKE00",1324,"Blankensee",13.12,52.228611,30,"DEU","Germany",13,0,NA,NA,NA,NA,TRUE
1649,"BLANKEN0",1324,"Blankensee",13.12,52.228611,30,"DEU","Germany",21,0,NA,NA,NA,NA,TRUE
1650,"SIETHSI1",1325,"Siethner See",13.206944,52.291111,34,"DEU","Germany",73,0,NA,NA,NA,NA,TRUE
1651,"BOLS1TZ1",1326,"Bol'shoy Lyakhovsky Island",141.5,73.333333,7,"RUS","Russia",6,2,NA,NA,NA,NA,TRUE
1652,"BOLS2TZ2",1326,"Bol'shoy Lyakhovsky Island",141.5,73.333333,7,"RUS","Russia",6,0,NA,NA,NA,NA,TRUE
1653,"BOLS3TZ1",1326,"Bol'shoy Lyakhovsky Island",141.5,73.333333,7,"RUS","Russia",7,2,NA,NA,NA,NA,TRUE
1654,"BOLS3TZ2",1326,"Bol'shoy Lyakhovsky Island",141.5,73.333333,7,"RUS","Russia",8,2,NA,NA,NA,NA,TRUE
1655,"BOLS3TZ5",1326,"Bol'shoy Lyakhovsky Island",141.5,73.333333,7,"RUS","Russia",4,1,NA,NA,NA,NA,TRUE
1656,"BROCKENK",1327,"Brockenkuppe",10.606667,51.806667,1060,"DEU","Germany",56,0,NA,NA,NA,NA,TRUE
1657,"CANSTAHO",1328,"Cannstatt",9.214444,48.803056,224,"DEU","Germany",19,0,NA,NA,NA,NA,TRUE
1658,"CANSTAMU",1328,"Cannstatt",9.214444,48.803056,224,"DEU","Germany",9,0,NA,NA,NA,NA,TRUE
1659,"BP990406",1329,"Yenisei Estuary",79.674722,73.415,-32,"RUS","Russia",52,0,NA,NA,NA,NA,TRUE
1660,"ASIG1",1330,"Asi Gonia",24.277778,35.248611,780,"GRC","Greece",92,3,NA,NA,NA,NA,TRUE
1661,"ASIG2",1330,"Asi Gonia",24.277778,35.248611,780,"GRC","Greece",41,4,NA,NA,NA,NA,TRUE
1662,"CRAMONER",1331,"Cramoner See",11.278056,53.714167,47,"DEU","Germany",13,0,NA,NA,NA,NA,TRUE
1663,"CON16035",1332,"Lake Baikal",108.913611,53.954722,465,"RUS","Russia",137,10,NA,NA,NA,NA,TRUE
1664,"CS9810",1333,"Cape Shpindler",62.8,69.716667,20,"RUS","Russia",38,12,NA,NA,NA,NA,TRUE
1665,"EICHGIMB",1334,"Eich-Gimbsheimer Altrhein",8.366944,49.766944,87,"DEU","Germany",24,0,NA,NA,NA,NA,TRUE
1666,"DO3",1335,"Döttingen",7.007222,50.349444,460,"DEU","Germany",131,0,NA,NA,NA,NA,TRUE
1667,"EURACHP1",1336,"Eurach",11.341389,47.790278,615,"DEU","Germany",97,0,NA,NA,NA,NA,TRUE
1668,"BROADOWN",1337,"Broad Down",-3.962222,50.6125,513,"GBR","United Kingdom",59,9,NA,NA,NA,NA,TRUE
1669,"COMERSLA",1338,"Comerslade",-3.804722,51.120278,446,"GBR","United Kingdom",40,5,NA,NA,NA,NA,TRUE
1670,"CUTHILL1",1339,"Cut Hill",-3.981944,50.6275,599,"GBR","United Kingdom",8,4,NA,NA,NA,NA,TRUE
1671,"CUTHILL2",1339,"Cut Hill",-3.981944,50.6275,599,"GBR","United Kingdom",77,8,NA,NA,NA,NA,TRUE
1672,"ESGRYN",1340,"Esgryn Bottom",-4.941944,51.876111,71,"GBR","United Kingdom",50,4,NA,NA,NA,NA,TRUE
1673,"EXBRIDGE",1341,"Exebridge",-3.517222,51.017222,133,"GBR","United Kingdom",57,4,NA,NA,NA,NA,TRUE
1674,"GOURTE",1342,"Gourte Mires",-3.678333,51.054444,291,"GBR","United Kingdom",48,4,NA,NA,NA,NA,TRUE
1675,"HANGINGS",1343,"Hangingstone Hill",-3.956944,50.654722,598,"GBR","United Kingdom",61,7,NA,NA,NA,NA,TRUE
1676,"BOLL11",1326,"Bol'shoy Lyakhovsky Island",141.5,73.333333,7,"RUS","Russia",2,1,NA,NA,NA,NA,TRUE
1677,"HARESDOW",1344,"Hares Down",-3.643889,50.978056,255,"GBR","United Kingdom",39,4,NA,NA,NA,NA,TRUE
1678,"LOBBSBOG",1345,"Lobbs Bog",-3.623611,50.970556,243,"GBR","United Kingdom",48,5,NA,NA,NA,NA,TRUE
1679,"LONGBREA",1346,"Long Breach",-3.6875,51.065833,345,"GBR","United Kingdom",47,5,NA,NA,NA,NA,TRUE
1680,"MIDNORCO",1347,"Middle North Coombe",-3.433333,50.933889,122,"GBR","United Kingdom",36,4,NA,NA,NA,NA,TRUE
1681,"MOLECHAM",1348,"Moles Chamber",-3.832778,51.139444,421,"GBR","United Kingdom",53,6,NA,NA,NA,NA,TRUE
1682,"NORTHTWI",1349,"North Twitchen Springs",-3.826111,51.117222,366,"GBR","United Kingdom",59,5,NA,NA,NA,NA,TRUE
1683,"STONETOR",1350,"Stonetor Brook",-3.91,50.655556,401,"GBR","United Kingdom",71,14,NA,NA,NA,NA,TRUE
1684,"WINDMILL",1351,"Windmill Rough",-3.633056,50.974722,263,"GBR","United Kingdom",32,3,NA,NA,NA,NA,TRUE
1685,"WINNEYS",1352,"Winneys Down",-3.94271,50.622778,517,"GBR","United Kingdom",81,13,NA,NA,NA,NA,TRUE
1686,"MD042845",1353,"Bay of Biscay",-5.216667,45.35,-4100,"ATO","Atlantic ocean",149,7,NA,NA,NA,NA,TRUE
1687,"MD952042",1354,"Iberian Peninsula",-10.166667,37.8,-3148,"ATO","Atlantic ocean",210,0,NA,NA,NA,NA,TRUE
1688,"MD992331",1355,"MD992331",-9.683333,42.15,-2120,"ATO","Atlantic ocean",278,0,NA,NA,NA,NA,TRUE
1689,"ELMA",1356,"Elm",10.854722,52.174444,220,"DEU","Germany",20,0,NA,NA,NA,NA,TRUE
1690,"ELMB",1356,"Elm",10.854722,52.174444,220,"DEU","Germany",30,0,NA,NA,NA,NA,TRUE
1691,"ELMC",1356,"Elm",10.854722,52.174444,220,"DEU","Germany",8,0,NA,NA,NA,NA,TRUE
1692,"ELMD",1356,"Elm",10.854722,52.174444,220,"DEU","Germany",33,0,NA,NA,NA,NA,TRUE
1693,"ELMK",1356,"Elm",10.854722,52.174444,220,"DEU","Germany",63,0,NA,NA,NA,NA,TRUE
1694,"FADEYEVS",1357,"Faddeyevskiy",143.833333,75.333333,30,"RUS","Russia",8,5,NA,NA,NA,NA,TRUE
1695,"FIEKERS",1358,"Fiekers",9.043056,52.207778,90,"DEU","Germany",27,0,NA,NA,NA,NA,TRUE
1696,"FLUDERBA",1359,"Fluderbach",12.201389,47.751944,595,"DEU","Germany",13,0,NA,NA,NA,NA,TRUE
1697,"FLUDERC",1359,"Fluderbach",12.201389,47.751944,595,"DEU","Germany",25,0,NA,NA,NA,NA,TRUE
1698,"FLUDERI",1359,"Fluderbach",12.201389,47.751944,595,"DEU","Germany",76,0,NA,NA,NA,NA,TRUE
1699,"FLUDERII",1359,"Fluderbach",12.201389,47.751944,595,"DEU","Germany",32,0,NA,NA,NA,NA,TRUE
1700,"SAMERBE2",1360,"Samerberg",12.201111,47.751111,607,"DEU","Germany",129,0,NA,NA,NA,NA,TRUE
1701,"FURAM83",1265,"Füramoos",9.883333,47.983333,662,"DEU","Germany",43,0,NA,NA,NA,NA,TRUE
1702,"FURAMIII",1265,"Füramoos",9.883333,47.983333,662,"DEU","Germany",24,0,NA,NA,NA,NA,TRUE
1703,"GPL0",1361,"Grosser Plözensee",13.513889,53.353333,97,"DEU","Germany",52,0,NA,NA,NA,NA,TRUE
1704,"GROBER94",1362,"Gröbern",12.45,51.683056,110,"DEU","Germany",95,0,NA,NA,NA,NA,TRUE
1705,"HOFSTAP1",1363,"Hofstätter See",12.159444,47.892778,484,"DEU","Germany",35,0,NA,NA,NA,NA,TRUE
1706,"HOFSTAP2",1363,"Hofstätter See",12.159444,47.892778,484,"DEU","Germany",38,0,NA,NA,NA,NA,TRUE
1707,"K7P2",1364,"Dyanushka K7P2",125.036944,65.039444,123,"RUS","Russia",75,13,NA,NA,NA,NA,TRUE
1708,"KR0",1365,"Kreutzsee",12.974167,53.449444,72,"DEU","Germany",23,0,NA,NA,NA,NA,TRUE
1709,"KOLBER1",1366,"Kolbermoor",12.069444,47.857778,470,"DEU","Germany",33,0,NA,NA,NA,NA,TRUE
1710,"KOLBER2",1366,"Kolbermoor",12.069444,47.857778,470,"DEU","Germany",35,0,NA,NA,NA,NA,TRUE
1711,"KOLBER3",1366,"Kolbermoor",12.069444,47.857778,470,"DEU","Germany",18,0,NA,NA,NA,NA,TRUE
1712,"KOLBER4",1366,"Kolbermoor",12.069444,47.857778,470,"DEU","Germany",26,0,NA,NA,NA,NA,TRUE
1713,"KOLBER5",1366,"Kolbermoor",12.069444,47.857778,470,"DEU","Germany",20,0,NA,NA,NA,NA,TRUE
1714,"SEWEN2",1367,"Lake of Sewen",6.897222,47.811667,504,"FRA","France",21,0,NA,NA,NA,NA,TRUE
1715,"SEWEN3",1367,"Lake of Sewen",6.897222,47.811667,504,"FRA","France",255,0,NA,NA,NA,NA,TRUE
1716,"LAASE1",1368,"Laase",11.295833,53.063611,17,"DEU","Germany",26,0,NA,NA,NA,NA,TRUE
1717,"LAASE2",1368,"Laase",11.295833,53.063611,17,"DEU","Germany",15,1,NA,NA,NA,NA,TRUE
1718,"KRUMBA2",1369,"Krumbach",10.366667,48.233333,608,"DEU","Germany",5,0,NA,NA,NA,NA,TRUE
1719,"CANAL",930,"Straldzha mire",26.772778,42.630833,137,"BGR","Bulgaria",16,2,NA,NA,NA,NA,TRUE
1720,"QUARRY",930,"Straldzha mire",26.772778,42.630833,137,"BGR","Bulgaria",47,11,NA,NA,NA,NA,TRUE
1721,"HEUWEG1",1370,"Laascher Heuweg",11.412222,53.025556,33,"DEU","Germany",33,0,NA,NA,NA,NA,TRUE
1722,"HEUWEG2",1370,"Laascher Heuweg",11.412222,53.025556,33,"DEU","Germany",21,1,NA,NA,NA,NA,TRUE
1723,"KAKITU1",1371,"Kakitu Mountain",96.466667,38.05,4620,"CHN","China",27,2,NA,NA,NA,NA,TRUE
1724,"KAKITU2",1371,"Kakitu Mountain",96.466667,38.05,4620,"CHN","China",5,1,NA,NA,NA,NA,TRUE
1725,"KONIGKO0",1372,"Königseggsee",9.449444,47.930833,627,"DEU","Germany",13,0,NA,NA,NA,NA,TRUE
1726,"KRUMBA1",1369,"Krumbach",10.366667,48.233333,608,"DEU","Germany",45,0,NA,NA,NA,NA,TRUE
1727,"KRUMBA3",1369,"Krumbach",10.366667,48.233333,608,"DEU","Germany",9,0,NA,NA,NA,NA,TRUE
1728,"KRUMBA5",1369,"Krumbach",10.366667,48.233333,608,"DEU","Germany",32,0,NA,NA,NA,NA,TRUE
1729,"SAMERBE1",1360,"Samerberg",12.201111,47.751111,607,"DEU","Germany",229,0,NA,NA,NA,NA,TRUE
1730,"CHAVANTS",1373,"Tourbières des Granges des Chavants",6.768333,45.893056,1225,"FRA","France",128,8,NA,NA,NA,NA,TRUE
1731,"KTK1",1374,"Lake Kotokel",108.133333,52.783333,458,"RUS","Russia",128,3,NA,NA,NA,NA,TRUE
1732,"MARS",1375,"Mars",1.836111,45.305278,430,"FRA","France",39,9,NA,NA,NA,NA,TRUE
1733,"KS03",1376,"Kugelstattmoos",12.858056,48.953056,870,"DEU","Germany",62,10,NA,NA,NA,NA,TRUE
1734,"GROBER95",1362,"Gröbern",12.45,51.683056,110,"DEU","Germany",76,0,NA,NA,NA,NA,TRUE
1735,"LAUSTER",1377,"Lauster",9.219167,48.816111,229,"DEU","Germany",21,0,NA,NA,NA,NA,TRUE
1736,"MUHLAKER",1378,"Mühlacker",8.866667,48.95,275,"DEU","Germany",18,0,NA,NA,NA,NA,TRUE
1737,"STUTGAUB",1379,"Stuttgart U Bahn",9.2,48.783333,298,"DEU","Germany",27,0,NA,NA,NA,NA,TRUE
1738,"WINZELN",1380,"Winzeln",8.492222,48.285556,653,"DEU","Germany",26,0,NA,NA,NA,NA,TRUE
1739,"PFEFERBI",1381,"Pfefferbichl",10.784167,47.624722,812,"DEU","Germany",52,0,NA,NA,NA,NA,TRUE
1740,"LAB2-94",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",25,9,NA,NA,NA,NA,TRUE
1741,"LAB12-95",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",12,1,NA,NA,NA,NA,TRUE
1742,"LAB29564",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",12,3,NA,NA,NA,NA,TRUE
1743,"LAB3-95",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",19,1,NA,NA,NA,NA,TRUE
1744,"LAB13-95",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",11,1,NA,NA,NA,NA,TRUE
1745,"LAB2-95",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",12,0,NA,NA,NA,NA,TRUE
1746,"LAO13-94",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",13,3,NA,NA,NA,NA,TRUE
1747,"LAO14-94",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",9,1,NA,NA,NA,NA,TRUE
1748,"LAO22-95",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",12,4,NA,NA,NA,NA,TRUE
1749,"LAO25-95",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",9,6,NA,NA,NA,NA,TRUE
1750,"LAO6-95",1382,"Labaz lake",99.607778,72.291667,42,"RUS","Russia",38,7,NA,NA,NA,NA,TRUE
1751,"LYADHEJ",1383,"Lyadhej-To lake",65.788333,68.25,150,"RUS","Russia",72,20,NA,NA,NA,NA,TRUE
1752,"GS05",1384,"GS05",51.537778,38.760833,-518,"CAS","Caspian Sea",63,18,NA,NA,NA,NA,TRUE
1753,"M1-2",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1754,"MKH-K1",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",5,3,NA,NA,NA,NA,TRUE
1755,"MKH-HB2",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",4,4,NA,NA,NA,NA,TRUE
1756,"MKH-KB1",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",2,2,NA,NA,NA,NA,TRUE
1757,"MKH-KB2",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1758,"MKH-KB3",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1759,"MKH-KB4",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",2,2,NA,NA,NA,NA,TRUE
1760,"MKH-KB5",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,2,NA,NA,NA,NA,TRUE
1761,"MKH-KB6",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1762,"MKH-KB7",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",2,2,NA,NA,NA,NA,TRUE
1763,"MKH-KB8",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",2,2,NA,NA,NA,NA,TRUE
1764,"MKH-KB9",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",2,1,NA,NA,NA,NA,TRUE
1765,"MKH-PO3",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",2,0,NA,NA,NA,NA,TRUE
1766,"MKH1-1",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1767,"MKH1-2",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1768,"MKH1-6",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",9,6,NA,NA,NA,NA,TRUE
1769,"MKH1-72",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1770,"MKH3",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1771,"MKH4-12",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",2,2,NA,NA,NA,NA,TRUE
1772,"MKH4-3",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,3,NA,NA,NA,NA,TRUE
1773,"MKH4-6",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",2,2,NA,NA,NA,NA,TRUE
1774,"MKH6-1",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",3,2,NA,NA,NA,NA,TRUE
1775,"MKH6-2",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",4,4,NA,NA,NA,NA,TRUE
1776,"MKH6-3",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",1,1,NA,NA,NA,NA,TRUE
1777,"MKH99",1385,"Mamontovy Khayata",129.399167,71.789444,2,"RUS","Russia",14,14,NA,NA,NA,NA,TRUE
1778,"UGINOR1",1386,"Ögii Nuur",102.790556,47.768333,1392,"MNG","Mongolia",23,0,NA,NA,NA,NA,TRUE
1779,"LS1960",1387,"Ledrosee",10.756944,45.876389,655,"ITA","Italy",101,0,NA,NA,NA,NA,TRUE
1780,"L1960A",1387,"Ledrosee",10.756944,45.876389,655,"ITA","Italy",29,0,NA,NA,NA,NA,TRUE
1781,"LS1961",1387,"Ledrosee",10.756944,45.876389,655,"ITA","Italy",13,0,NA,NA,NA,NA,TRUE
1782,"MARCHWAL",1388,"Märchenwald",10.535,51.786944,758,"DEU","Germany",27,0,NA,NA,NA,NA,TRUE
1783,"MAUJAHN1",1389,"Maujahn",11.042778,53.093889,30,"DEU","Germany",24,0,NA,NA,NA,NA,TRUE
1784,"MAUJAHN2",1389,"Maujahn",11.042778,53.093889,30,"DEU","Germany",32,0,NA,NA,NA,NA,TRUE
1785,"MAUJAHN3",1389,"Maujahn",11.042778,53.093889,30,"DEU","Germany",24,0,NA,NA,NA,NA,TRUE
1786,"MAUJAHN4",1389,"Maujahn",11.042778,53.093889,30,"DEU","Germany",50,0,NA,NA,NA,NA,TRUE
1787,"ELGENNYA",1390,"Elgennya Lake",149.008889,62.088889,1040,"RUS","Russia",52,6,NA,NA,NA,NA,TRUE
1788,"GEK",1391,"Gek Lake",147.928889,63.515,969,"RUS","Russia",22,9,NA,NA,NA,NA,TRUE
1789,"GYTGYKAI",1392,"Gytgykai Lake",176.566389,63.424444,102,"RUS","Russia",68,9,NA,NA,NA,NA,TRUE
1790,"MAMONKLY",1393,"Mamontovy Klyk",117.125,73.607222,25,"RUS","Russia",34,24,NA,NA,NA,NA,TRUE
1791,"WO1",1394,"Wollingster See",8.866111,53.460278,15,"DEU","Germany",283,0,NA,NA,NA,NA,TRUE
1792,"PODKOVA",1395,"Podkova Lake",152.101667,59.964722,660,"RUS","Russia",28,5,NA,NA,NA,NA,TRUE
1793,"NIENHOFE",1396,"Nienhofer Forst",11.036111,52.978056,46,"DEU","Germany",22,0,NA,NA,NA,NA,TRUE
